Compagnia,Tratta,Voli,Min,Max,Medio,Cancellazioni,Mesi
B6,PSE -> JFK,265,-26.0,535.0,5.17,0.034,"1,12,2,3,4,5,6,7,8,9"
B6,PSE -> MCO,379,-27.0,827.0,8.97,0.0158,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PSP -> JFK,79,-18.0,1049.0,30.13,0.0127,"1,2,3,4"
B6,PVD -> TPA,66,-19.0,429.0,10.62,0.0,"10,11,12"
B6,PWM -> JFK,337,-22.0,963.0,18.1,0.0504,"10,5,6,7,8,9"
B6,PWM -> MCO,28,-24.0,172.0,0.04,0.0,"10,11,12"
B6,RDU -> BOS,1309,-23.0,725.0,11.96,0.0138,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RDU -> FLL,389,-20.0,398.0,5.59,0.0129,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RDU -> MCO,301,-35.0,494.0,25.12,0.0166,"1,10,2,3,4,5,6,7,8,9"
B6,RDU -> SJU,354,-15.0,958.0,29.12,0.0113,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RIC -> FLL,358,-16.0,581.0,5.82,0.0056,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RNO -> JFK,122,-22.0,1614.0,74.23,0.041,"1,12,2,3,6,7,8"
B6,RNO -> LAX,152,-26.0,366.0,10.01,0.0066,"1,2,3,4,5,6"
B6,RSW -> EWR,388,-21.0,1537.0,36.47,0.0387,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RSW -> JFK,880,-22.0,919.0,21.67,0.0375,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RSW -> ORH,85,-21.0,151.0,11.9,0.0353,"1,10,11,12,2,3,4"
B6,RSW -> PVD,66,-28.0,414.0,2.12,0.0,"10,11,12"
B6,SAN -> BOS,721,-19.0,1151.0,16.84,0.0028,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SAN -> FLL,310,-15.0,1227.0,42.16,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SAV -> JFK,413,-34.0,372.0,16.05,0.0121,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SFO -> FLL,904,-16.0,665.0,16.47,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SFO -> JFK,1616,-19.0,1177.0,12.71,0.005,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJC -> BOS,126,-18.0,270.0,27.98,0.0159,"5,6,7,8,9"
B6,SJC -> JFK,34,-8.0,1183.0,83.64,0.0294,"3,4"
B6,SJU -> BDL,655,-18.0,695.0,28.36,0.0153,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> DCA,366,-17.0,547.0,27.98,0.0027,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> EWR,582,-20.0,613.0,27.36,0.012,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> FLL,1374,-22.0,702.0,21.77,0.0051,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> JFK,2209,-26.0,1443.0,22.67,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> RDU,356,-21.0,853.0,27.82,0.0056,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> STX,20,-13.0,160.0,16.05,0.0,12
B6,SLC -> BOS,306,-19.0,1111.0,35.57,0.0033,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SLC -> FLL,151,-21.0,964.0,30.26,0.0,"1,2,3,4,5,6"
B6,SLC -> JFK,467,-16.0,1153.0,26.95,0.015,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SLC -> LAX,449,-25.0,1544.0,10.69,0.0022,"1,10,2,3,4,5,6,7,8,9"
B6,SLC -> MCO,151,-18.0,578.0,8.56,0.0132,"1,2,3,4,5,6"
B6,SMF -> JFK,300,-20.0,1188.0,40.78,0.01,"1,10,2,3,4,5,6,7,8,9"
B6,SRQ -> JFK,368,-25.0,311.0,15.61,0.0408,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,STX -> SJU,20,-17.0,126.0,10.75,0.0,12
B6,TLH -> FLL,298,-31.0,501.0,7.08,0.0201,"1,10,2,3,4,5,6,7,8,9"
B6,TPA -> BOS,1429,-22.0,724.0,16.32,0.0287,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,TPA -> BQN,164,-12.0,395.0,27.01,0.0122,"1,2,3,4,5,6"
B6,TPA -> EWR,568,-19.0,778.0,25.96,0.037,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,TPA -> PVD,66,-20.0,418.0,10.88,0.0,"10,11,12"
DL,ABQ -> JFK,4,-15.0,0.0,-7.75,0.0,10
DL,ABQ -> SLC,346,-24.0,600.0,-0.81,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AGS -> ATL,160,-11.0,955.0,18.33,0.0,"11,12,4"
DL,AGS -> LGA,1,20.0,20.0,20.0,0.0,4
DL,AGS -> PBI,2,-8.0,35.0,13.5,0.0,4
DL,ANC -> ATL,109,-5.0,1045.0,59.37,0.0367,"5,6,7,8,9"
DL,ANC -> MSP,576,-19.0,1155.0,13.49,0.0087,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ANC -> SEA,1661,-23.0,1167.0,6.63,0.003,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BHM,2920,-20.0,673.0,7.62,0.0086,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BOS,3624,-21.0,879.0,12.69,0.0058,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BTV,366,-17.0,887.0,12.83,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BUF,1174,-15.0,711.0,9.24,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BUR,207,-12.0,686.0,24.71,0.0097,"10,11,12,6,7,8,9"
DL,ATL -> BZN,363,-10.0,389.0,5.47,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> CHS,2792,-16.0,571.0,7.08,0.0072,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> CLE,2397,-16.0,786.0,8.76,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> CLT,3015,-16.0,871.0,7.37,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> COS,459,-14.0,349.0,11.11,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> CVG,2452,-16.0,727.0,7.37,0.0061,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DAB,1445,-17.0,540.0,7.33,0.0125,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DAY,1168,-16.0,275.0,4.45,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DCA,3811,-15.0,997.0,11.83,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DEN,2903,-14.0,548.0,8.34,0.0083,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DSM,1181,-18.0,700.0,5.51,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> EGE,179,-12.0,215.0,7.97,0.0,"1,12,2,3,4"
DL,ATL -> EYW,1322,-19.0,933.0,8.69,0.0212,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> FAY,330,-14.0,280.0,4.01,0.0091,"1,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> GEG,471,-13.0,178.0,6.3,0.0106,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> GPT,1185,-20.0,970.0,8.08,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> GRR,1362,-18.0,357.0,6.52,0.0081,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> GSO,2415,-16.0,333.0,4.83,0.0062,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> HNL,366,-12.0,463.0,10.89,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> HPN,729,-17.0,788.0,8.2,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> IAD,2109,-13.0,638.0,10.57,0.0095,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ICT,883,-19.0,208.0,4.18,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ILM,730,-16.0,297.0,3.83,0.0096,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> JAN,2003,-21.0,447.0,5.49,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> JAX,3760,-13.0,490.0,10.14,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> JFK,2460,-12.0,696.0,14.35,0.0037,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> LAX,3978,-15.0,793.0,13.42,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> LEX,1845,-18.0,669.0,5.54,0.0114,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> LIT,2032,-20.0,663.0,6.05,0.0059,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MCI,2352,-18.0,673.0,8.51,0.0072,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MDW,1544,-16.0,607.0,6.32,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MEM,2873,-19.0,504.0,5.93,0.0111,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MIA,3159,-13.0,606.0,15.72,0.0066,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MLB,1392,-22.0,258.0,6.83,0.0101,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MOB,571,-17.0,794.0,8.18,0.0123,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MSY,3187,-18.0,919.0,10.99,0.0091,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> OAK,122,-10.0,217.0,12.18,0.0246,"10,11,6,7,8,9"
DL,ATL -> OGG,41,-7.0,282.0,17.51,0.0,"11,12"
DL,ATL -> OKC,1722,-17.0,793.0,7.76,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ONT,917,-14.0,720.0,11.51,0.0098,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ORF,2403,-18.0,805.0,11.36,0.01,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> PDX,1264,-12.0,715.0,8.35,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> PIT,2308,-16.0,740.0,7.2,0.0078,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> PSP,124,-10.0,134.0,2.79,0.0,"1,12,2,3,4"
DL,ATL -> PVD,1004,-15.0,653.0,12.26,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> PWM,508,-14.0,720.0,9.53,0.0118,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> RDU,3519,-14.0,368.0,7.59,0.0057,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> RIC,2480,-16.0,667.0,9.8,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ROA,438,-18.0,631.0,7.26,0.0091,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SAN,2151,-17.0,501.0,8.32,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SAT,2268,-18.0,539.0,8.54,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SAV,2835,-15.0,571.0,7.6,0.0067,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SBA,208,-13.0,768.0,19.29,0.0096,"10,11,12,6,7,8,9"
DL,ATL -> SEA,2417,-12.0,781.0,10.27,0.0083,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SGF,402,-13.0,202.0,8.25,0.005,"10,11,12,3,4,5,6,7,8,9"
DL,ATL -> SJC,818,-16.0,228.0,4.27,0.0098,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SJU,1639,-11.0,308.0,7.78,0.0031,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SLC,2969,-15.0,930.0,9.73,0.0061,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SNA,1011,-15.0,767.0,10.08,0.0069,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SRQ,2159,-15.0,756.0,9.42,0.031,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> TPA,4335,-17.0,744.0,13.5,0.0171,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> TRI,152,-13.0,114.0,-1.16,0.0,"1,10,11,12,5,6"
DL,ATL -> TUS,791,-14.0,281.0,5.98,0.0076,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> XNA,576,-18.0,552.0,9.12,0.0052,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATW -> ATL,287,-20.0,535.0,8.91,0.0035,"1,10,11,12,3,4,5,6,7,8,9"
DL,ATW -> MSP,38,-12.0,405.0,25.86,0.0526,"7,8,9"
DL,AUS -> ATL,2916,-28.0,1104.0,10.82,0.0103,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> BOS,725,-19.0,902.0,20.25,0.0124,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> JFK,1271,-23.0,1119.0,21.94,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> LAS,366,-23.0,1083.0,20.52,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> MCO,367,-19.0,610.0,7.62,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> SEA,846,-20.0,865.0,11.07,0.0083,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> SLC,1209,-25.0,945.0,9.95,0.0058,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AVL -> MSP,199,-29.0,973.0,31.47,0.0201,"1,10,11,4,5,6,7,8,9"
DL,BDL -> ATL,2026,-17.0,1017.0,8.42,0.0074,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BDL -> MSP,885,-21.0,612.0,8.04,0.0068,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BHM -> DTW,1,20.0,20.0,20.0,0.0,10
DL,BIL -> MSP,422,-18.0,1040.0,8.53,0.0142,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BIL -> SLC,366,-20.0,471.0,1.55,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BIS -> MSP,630,-16.0,667.0,6.7,0.0063,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> ATL,3008,-22.0,807.0,4.84,0.0086,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> AUS,1,17.0,17.0,17.0,0.0,10
DL,BNA -> BOS,478,-34.0,1190.0,8.03,0.0105,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> DTW,1342,-27.0,1040.0,4.15,0.0097,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> EYW,1,-7.0,-7.0,-7.0,0.0,5
DL,BNA -> LAX,866,-19.0,1031.0,6.23,0.0104,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> LGA,163,-20.0,426.0,5.65,0.0061,"10,11,12,6,7,8,9"
DL,BNA -> SLC,931,-17.0,418.0,2.83,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOI -> ATL,474,-19.0,238.0,9.61,0.0105,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOI -> SEA,1,5.0,5.0,5.0,0.0,7
DL,BOI -> SLC,1485,-26.0,1145.0,7.71,0.0047,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> CHS,379,-17.0,232.0,3.63,0.0211,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> DEN,418,-15.0,510.0,11.82,0.0167,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> DFW,1060,-20.0,1019.0,14.07,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> DTW,1681,-18.0,577.0,11.55,0.0095,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> FLL,807,-17.0,510.0,14.82,0.0099,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> JAX,644,-18.0,496.0,11.21,0.0093,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> JFK,462,-17.0,385.0,9.33,0.0043,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> LAX,1123,-14.0,1099.0,21.95,0.0062,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> MSP,1838,-23.0,891.0,9.23,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> MSY,365,-17.0,257.0,8.64,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> MYR,31,-14.0,220.0,4.67,0.0323,"5,6,7,8,9"
DL,BOS -> RDU,1495,-24.0,378.0,10.88,0.0067,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> RSW,583,-17.0,563.0,9.55,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> SAT,46,-14.0,160.0,1.82,0.0217,"11,12"
DL,BOS -> SJU,392,-16.0,277.0,8.08,0.0026,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BTR -> ATL,907,-20.0,695.0,7.41,0.0121,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BTR -> LAS,2,32.0,63.0,47.5,0.0,8
DL,BTV -> ATL,366,-19.0,594.0,7.35,0.0164,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BUF -> ATL,1174,-18.0,465.0,11.12,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BUF -> DTW,714,-22.0,839.0,9.93,0.0168,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BUF -> JFK,89,-20.0,228.0,1.9,0.0112,"3,4,5,6"
DL,BUF -> MCI,1,-7.0,-7.0,-7.0,0.0,11
DL,BUF -> MSP,144,-37.0,341.0,11.49,0.0,"10,6,7,8,9"
DL,BUR -> SLC,238,-19.0,1128.0,28.88,0.0042,"10,11,12,5,6,7,8,9"
DL,BWI -> ATL,2891,-16.0,937.0,10.5,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BWI -> MSP,918,-18.0,669.0,6.64,0.0022,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BZN -> BOS,8,-16.0,193.0,42.13,0.0,12
DL,BZN -> JFK,8,-13.0,162.0,28.0,0.0,12
DL,CHA -> ATL,1233,-21.0,1065.0,8.52,0.0081,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CHO -> ATL,257,-17.0,497.0,9.61,0.0,"1,10,11,3,4,5,6,7,8,9"
DL,CHS -> ATL,2790,-18.0,1032.0,7.14,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CID -> ATL,365,-17.0,896.0,18.2,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CID -> MSP,3,-8.0,-6.0,-7.33,0.0,"10,11"
DL,CID -> SEA,1,-5.0,-5.0,-5.0,0.0,10
DL,CLE -> DTW,105,-18.0,1077.0,8.41,0.0095,"1,12,2,3,4,5,6"
DL,CLT -> SLC,400,-19.0,718.0,16.42,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CMH -> ATL,2325,-18.0,940.0,5.93,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CMH -> LAX,2,-6.0,-3.0,-4.5,0.0,12
DL,CMH -> SLC,207,-17.0,1093.0,7.48,0.0097,"10,11,12,6,7,8,9"
DL,COS -> ATL,460,-21.0,649.0,10.15,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,COS -> MSP,94,-16.0,1159.0,32.29,0.0106,"6,7,8,9"
DL,CVG -> ATL,2450,-18.0,534.0,7.02,0.0061,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> DEN,302,-17.0,319.0,3.76,0.0,"1,10,2,3,4,5,6,7,8,9"
DL,CVG -> DTW,97,-16.0,487.0,2.61,0.0,"1,12,2,3,4"
DL,CVG -> FLL,385,-17.0,275.0,6.92,0.0052,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> MCO,713,-15.0,402.0,12.35,0.0112,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> MSP,770,-19.0,855.0,9.91,0.0195,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> RSW,359,-16.0,485.0,15.58,0.0139,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> TPA,357,-15.0,456.0,19.11,0.0196,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DAB -> ATL,1444,-23.0,1084.0,7.07,0.0132,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DAB -> DTW,2,-14.0,-10.0,-12.0,0.0,2
DL,DAL -> ATL,1847,-22.0,1020.0,13.12,0.0081,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DAL -> LAX,233,-19.0,458.0,6.15,0.0,"1,2,3,4,5"
DL,DAY -> ATL,1169,-28.0,1022.0,2.68,0.0103,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> DTW,1643,-22.0,979.0,10.87,0.0134,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> LAX,364,-13.0,1009.0,14.55,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> MCO,651,-18.0,836.0,11.4,0.0169,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> MIA,366,-14.0,451.0,13.24,0.0164,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> MSP,1730,-22.0,905.0,7.63,0.0121,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> SLC,366,-15.0,358.0,10.76,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> ATL,2902,-20.0,484.0,9.99,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> BOS,418,-17.0,596.0,14.07,0.0191,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> DTW,1292,-25.0,512.0,7.05,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> JFK,958,-23.0,794.0,13.23,0.0136,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> LAX,1090,-20.0,915.0,12.37,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> LGA,1048,-17.0,965.0,15.5,0.0143,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> MSP,1794,-22.0,621.0,7.37,0.0089,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> SEA,992,-22.0,1045.0,11.08,0.004,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> CVG,2,-5.0,-3.0,-4.0,0.0,12
DL,DFW -> DTW,1397,-24.0,1152.0,16.3,0.0107,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> JFK,729,-18.0,567.0,11.0,0.0151,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> MSP,1398,-24.0,1216.0,13.88,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> SLC,1697,-25.0,1082.0,13.16,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DSM -> ATL,1181,-21.0,1167.0,11.47,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> AGS,3,-8.0,-5.0,-6.33,0.0,4
DL,DTW -> ATL,3652,-20.0,1149.0,12.79,0.0049,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> BNA,1342,-21.0,479.0,7.08,0.0097,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> BTV,8,-10.0,3.0,-6.75,0.0,"6,7"
DL,DTW -> BUF,714,-19.0,622.0,15.44,0.0168,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> BWI,1104,-16.0,471.0,8.91,0.01,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> CHS,83,-14.0,122.0,2.73,0.0241,"1,4,5,6,7,8,9"
DL,DTW -> CVG,97,-12.0,270.0,20.35,0.0,"1,12,2,3,4"
DL,DTW -> DAB,2,-4.0,10.0,3.0,0.0,2
DL,DTW -> DEN,1294,-16.0,537.0,10.12,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> DSM,1,-16.0,-16.0,-16.0,0.0,11
DL,DTW -> EWR,1584,-18.0,905.0,16.48,0.0114,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> FLL,1593,-13.0,461.0,13.1,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> GRR,612,-19.0,767.0,16.4,0.0098,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> JFK,556,-17.0,817.0,23.54,0.0162,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> LGA,1978,-17.0,778.0,12.24,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MCO,2057,-16.0,1106.0,18.34,0.0136,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MKE,716,-19.0,240.0,6.38,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MSP,1899,-16.0,555.0,8.64,0.0021,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MSY,571,-19.0,460.0,7.52,0.0053,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> ORD,1567,-19.0,571.0,8.71,0.0057,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> PBI,435,-14.0,363.0,13.16,0.0138,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> PDX,306,-10.0,194.0,8.32,0.0098,"1,10,11,12,5,6,7,8,9"
DL,DTW -> PVD,272,-23.0,257.0,11.35,0.0184,"4,5,6,7,8,9"
DL,DTW -> PWM,98,-17.0,906.0,27.11,0.0102,"3,4,5,6,7"
DL,DTW -> RDU,1294,-16.0,713.0,5.9,0.0054,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> ROC,64,-12.0,734.0,20.7,0.0,"1,2,3"
DL,DTW -> SAN,1181,-16.0,741.0,12.2,0.0076,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> SAV,250,-15.0,402.0,1.45,0.012,"10,11,12,4,5,6,7,8,9"
DL,DTW -> SFO,1329,-17.0,803.0,13.85,0.009,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> SJU,324,-11.0,275.0,6.41,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> SLC,1521,-12.0,431.0,10.02,0.0046,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ECP -> ATL,2350,-28.0,1107.0,7.89,0.0081,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,EGE -> ATL,179,-16.0,261.0,14.57,0.0056,"1,12,2,3,4"
DL,ELP -> ATL,714,-15.0,1140.0,7.84,0.0056,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,EVV -> ATL,25,-19.0,968.0,36.21,0.04,"5,6"
DL,FAI -> MSP,94,-23.0,1054.0,31.46,0.0,"6,7,8,9"
