Compagnia,Tratta,Voli,Min,Max,Medio,Cancellazioni,Mesi
9E,DTW -> MSN,130,-12.0,177.0,2.73,0.0154,"1,10,12,6,7,8,9"
9E,DTW -> PHL,150,-12.0,261.0,3.63,0.0,"1,11,12,2,3"
9E,DTW -> PIT,384,-15.0,296.0,9.37,0.013,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> PWM,91,-14.0,64.0,1.74,0.022,"1,11,2,3,8"
9E,DTW -> SDF,71,-15.0,920.0,13.03,0.0141,"1,10,2,4,5,8"
9E,DTW -> STL,89,-12.0,112.0,2.01,0.0,"1,3,4,5"
9E,DTW -> SYR,520,-14.0,229.0,5.1,0.0154,"1,10,11,2,3,4,5,6,7,8,9"
9E,DTW -> TYS,565,-16.0,351.0,5.37,0.0106,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> XNA,42,-16.0,150.0,3.05,0.0,"11,12"
9E,EVV -> ATL,704,-19.0,425.0,3.02,0.0099,"1,10,11,12,2,3,6,7,8,9"
9E,FAR -> MSP,224,-21.0,250.0,5.26,0.0045,"1,10,11,2,3,4,5,6,7,8,9"
9E,FLL -> RDU,15,-9.0,101.0,15.13,0.0,"1,12"
9E,FWA -> ATL,171,-14.0,365.0,12.56,0.0292,"1,2,3"
9E,FWA -> DTW,1,-10.0,-10.0,-10.0,0.0,11
9E,GNV -> ATL,122,-20.0,332.0,7.64,0.0082,"1,11,12,3,4,6,7,8"
9E,GNV -> AUS,1,-6.0,-6.0,-6.0,0.0,11
9E,GPT -> ATL,55,-22.0,169.0,5.62,0.0,"1,11,12,4"
9E,GRB -> DTW,14,-12.0,-3.0,-6.86,0.0,1
9E,GRB -> JAX,1,-8.0,-8.0,-8.0,0.0,10
9E,GSO -> ATL,101,-15.0,425.0,10.24,0.0198,"1,10,11,12,2,3,4,9"
9E,GSO -> DTW,477,-16.0,267.0,3.89,0.0126,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,GSP -> ATL,75,-13.0,158.0,6.49,0.0133,"1,11,12,3,4,6,7,8,9"
9E,GSP -> DTW,337,-18.0,236.0,7.23,0.0059,"10,11,12,4,5,6,7,8,9"
9E,GSP -> LGA,971,-19.0,838.0,7.63,0.0278,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,GTR -> ATL,732,-18.0,384.0,2.36,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,HPN -> DTW,36,-15.0,16.0,-3.26,0.0278,"1,2,3,6"
9E,IAD -> DTW,148,-14.0,208.0,3.01,0.0,"1,12,2,3,4"
9E,IAD -> JFK,176,-13.0,401.0,9.03,0.0057,"1,10,11,12,2,3,4,9"
9E,IAD -> MSP,64,-20.0,50.0,-6.63,0.0,"1,10,11,9"
9E,ICT -> MSP,12,-5.0,3.0,-1.5,0.0,12
9E,ILM -> ATL,546,-20.0,490.0,9.3,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ILM -> LGA,766,-19.0,842.0,5.61,0.0326,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,IND -> DTW,523,-16.0,1090.0,10.67,0.0019,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,IND -> JFK,950,-19.0,826.0,6.24,0.0432,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,IND -> LGA,769,-21.0,847.0,5.99,0.0169,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,IND -> MSP,174,-20.0,134.0,2.1,0.0,"10,11,12,3,4,5,6"
9E,JAN -> ATL,248,-13.0,900.0,5.64,0.004,"1,10,11,12,2,9"
9E,JAX -> DTW,1,-2.0,-2.0,-2.0,0.0,10
9E,JAX -> LGA,443,-28.0,1161.0,9.25,0.0158,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> BTV,707,-30.0,873.0,6.39,0.0297,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> BUF,825,-26.0,451.0,3.45,0.0242,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> CLE,671,-18.0,787.0,5.88,0.0298,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> CMH,3,-6.0,-3.0,-5.0,0.0,10
9E,JFK -> CVG,1036,-17.0,965.0,9.2,0.0261,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> DCA,24,-11.0,291.0,30.25,0.0,"1,2,3,5,6"
9E,JFK -> DFW,2,20.0,112.0,66.0,0.0,12
9E,JFK -> IAD,175,-13.0,208.0,0.67,0.0057,"1,10,11,12,2,3,4,9"
9E,JFK -> IND,950,-16.0,819.0,10.4,0.0389,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> MCI,449,-18.0,765.0,5.14,0.0245,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> MKE,113,-16.0,196.0,3.48,0.0177,"2,3,4,5,6"
9E,JFK -> ORD,60,-10.0,124.0,3.23,0.0,"3,4"
9E,JFK -> PWM,305,-20.0,580.0,9.29,0.0361,"1,12,2,3,4,5,6,7,8,9"
9E,JFK -> RDU,1680,-19.0,1023.0,11.46,0.0321,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> ROC,889,-18.0,580.0,10.44,0.0562,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> SAV,938,-16.0,994.0,10.51,0.0373,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> SYR,815,-24.0,690.0,6.41,0.0429,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LAN -> DTW,146,-19.0,292.0,6.64,0.0205,"1,10,2,3,7,8,9"
9E,LFT -> ATL,802,-23.0,1185.0,6.12,0.0125,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> AVL,585,-20.0,426.0,3.07,0.0188,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> BTV,827,-22.0,801.0,10.04,0.0363,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> CHO,918,-19.0,999.0,7.0,0.0436,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> CHS,736,-19.0,394.0,9.12,0.053,"1,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> CLT,1506,-19.0,461.0,5.69,0.0412,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> DAY,298,-20.0,281.0,6.97,0.047,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> DSM,630,-20.0,961.0,9.82,0.0365,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> DTW,7,-15.0,47.0,3.29,0.0,"1,12,4"
9E,LGA -> GRR,786,-17.0,757.0,11.33,0.0471,"1,10,11,2,3,4,5,6,7,8,9"
9E,LGA -> GSO,978,-20.0,372.0,7.13,0.0337,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> IND,766,-16.0,804.0,7.71,0.0196,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> JAX,437,-15.0,411.0,6.06,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> MCI,733,-16.0,607.0,7.71,0.0477,"1,2,3,4,5,6,7,8,9"
9E,LGA -> MKE,674,-19.0,314.0,4.33,0.0193,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> MSN,247,-18.0,392.0,13.37,0.0567,"10,11,12,2,3,5,6,7,8,9"
9E,LGA -> MSP,2,10.0,59.0,34.5,0.0,"12,4"
9E,LGA -> MYR,545,-19.0,832.0,8.18,0.0367,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> PIT,631,-17.0,505.0,6.98,0.0412,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> RIC,975,-18.0,424.0,7.97,0.0359,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> SBN,7,-10.0,47.0,6.57,0.0,"10,11,12,9"
9E,LGA -> STL,1322,-19.0,1113.0,6.5,0.0386,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> TUL,110,-16.0,153.0,9.98,0.0,"10,11,12,9"
9E,LGA -> TVC,72,-14.0,638.0,22.03,0.0139,"5,6,7,8,9"
9E,LGA -> XNA,310,-15.0,351.0,1.96,0.0032,"10,11,12,4,5,6,7,8,9"
9E,LIT -> ATL,84,-14.0,254.0,15.18,0.0119,"1,10,11,12,2,3,4,6,7,8,9"
9E,LIT -> LGA,201,-15.0,487.0,11.07,0.0149,"1,10,11,12,2,3,6,7,8,9"
9E,MBS -> DTW,96,-20.0,104.0,-1.47,0.0,"4,5,6,7,8"
9E,MDT -> ATL,227,-20.0,411.0,10.27,0.0132,"1,11,12,2,3,4,5"
9E,MEM -> ATL,8,-5.0,18.0,0.25,0.0,12
9E,MEM -> LGA,597,-16.0,1246.0,8.74,0.0369,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MGM -> ATL,922,-18.0,1138.0,10.26,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MIA -> RDU,15,-8.0,112.0,29.53,0.0,"1,12"
9E,MKE -> MSP,108,-15.0,173.0,3.48,0.0093,"1,10,11,12,7,8,9"
9E,MLI -> ATL,728,-19.0,460.0,8.38,0.0206,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSN -> LGA,247,-39.0,381.0,3.24,0.0405,"10,11,12,2,3,5,6,7,8,9"
9E,MSN -> MSP,345,-19.0,706.0,8.42,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSP -> ATW,148,-12.0,349.0,9.45,0.0,"4,5,6,7,8,9"
9E,MSP -> BDL,8,-10.0,20.0,0.0,0.0,"12,3,4,6,7"
9E,MSP -> CHS,13,-5.0,147.0,20.46,0.0,12
9E,MSP -> CID,155,-18.0,153.0,-1.05,0.0,"1,10,11,4,5,9"
9E,MSP -> CLE,262,-14.0,250.0,5.49,0.0,"1,10,11,12,2,3,4,5,6,8"
9E,MSP -> CVG,569,-21.0,435.0,4.89,0.0035,"1,10,11,12,2,3,4,5,6,9"
9E,MSP -> CWA,731,-14.0,855.0,14.02,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSP -> DCA,2,-3.0,2.0,-0.5,0.0,1
9E,MSP -> DLH,189,-10.0,259.0,7.37,0.0106,"4,5,6,7,8,9"
9E,MSP -> FAR,224,-12.0,279.0,6.84,0.0045,"1,10,11,2,3,4,5,6,7,8,9"
9E,MSP -> FSD,351,-11.0,189.0,4.61,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSP -> FWA,62,-15.0,740.0,23.98,0.0484,"1,2,3"
9E,MSP -> GRB,57,-9.0,197.0,2.37,0.0,"1,4,5"
9E,MSP -> ICT,13,-6.0,41.0,2.15,0.0,12
9E,MSP -> IND,174,-14.0,90.0,-0.04,0.0,"10,11,12,3,4,5,6"
9E,MSP -> MCI,9,-8.0,0.0,-4.44,0.0,"10,11"
9E,MSP -> MDT,2,-5.0,-2.0,-3.5,0.0,11
9E,MSP -> MEM,180,-14.0,97.0,3.59,0.0167,"1,11,12,3,4,6,7,8"
9E,MSP -> MKE,108,-12.0,190.0,3.91,0.0093,"1,10,11,12,7,8,9"
9E,MSP -> MSN,344,-15.0,268.0,6.81,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSP -> ORD,11,-9.0,18.0,0.09,0.0,"1,10,11"
9E,MSP -> RIC,208,-15.0,797.0,20.17,0.0192,"10,12,4,5,6,7,8,9"
9E,MSP -> RST,243,-15.0,557.0,13.98,0.0206,"1,10,12,2,3,4,6,7,8,9"
9E,MSP -> SAV,29,-5.0,130.0,18.79,0.0,"11,12"
9E,MSP -> STL,72,-12.0,76.0,2.31,0.0,"1,10,11,12,3,4,7,8"
9E,MSP -> SYR,121,-11.0,745.0,22.7,0.0165,"5,6,7,8,9"
9E,MSP -> TVC,28,-10.0,60.0,-2.21,0.0,"10,9"
9E,MSY -> DTW,2,-9.0,-5.0,-7.0,0.0,1
9E,OKC -> CAE,1,174.0,174.0,174.0,0.0,10
9E,OMA -> LGA,234,-16.0,805.0,21.01,0.0513,"1,10,2,3,4,5,6,7,8,9"
9E,OMA -> MSP,192,-14.0,244.0,1.84,0.0156,"1,10,11,12,6,7,8,9"
9E,ORF -> LGA,689,-20.0,934.0,13.97,0.0363,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,PIT -> DTW,385,-18.0,290.0,8.17,0.013,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,PNS -> LGA,231,-15.0,1107.0,19.18,0.013,"1,11,12,2,3,4,5,6,7,8,9"
9E,PVD -> DTW,334,-19.0,426.0,10.22,0.015,"1,10,11,12,2,3,4,5,6"
9E,PWM -> DTW,92,-12.0,121.0,3.93,0.0435,"1,11,2,3,8"
9E,PWM -> LGA,497,-19.0,1243.0,17.02,0.0483,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RAP -> MSP,197,-13.0,952.0,16.04,0.0,"11,12,6,7,8"
9E,RDU -> ATL,13,-14.0,298.0,52.5,0.0769,"6,7,8,9"
9E,RDU -> BNA,530,-24.0,351.0,12.89,0.0132,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RDU -> CVG,144,-14.0,482.0,8.9,0.0,"1,2,3,4,5,6"
9E,RDU -> DCA,944,-17.0,756.0,7.81,0.0286,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RDU -> DTW,52,-13.0,177.0,10.63,0.0,"1,2,3,4"
9E,RDU -> FLL,15,-10.0,102.0,10.73,0.0,"1,12"
9E,RDU -> MIA,15,-9.0,86.0,12.07,0.0,"1,12"
9E,RDU -> TPA,2,-9.0,-5.0,-7.0,0.0,12
9E,RIC -> DTW,294,-14.0,1052.0,7.48,0.0238,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RIC -> JFK,556,-15.0,1093.0,13.61,0.0378,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RIC -> MSP,208,-14.0,957.0,21.86,0.0192,"10,12,4,5,6,7,8,9"
9E,ROA -> ATL,629,-21.0,851.0,16.24,0.0143,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ROA -> LGA,327,-18.0,316.0,2.76,0.0275,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ROC -> JFK,889,-16.0,1188.0,13.5,0.0506,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RST -> MSP,244,-16.0,867.0,12.97,0.0205,"1,10,12,2,3,4,6,7,8,9"
9E,RSW -> CVG,19,-22.0,78.0,7.58,0.0,"1,12"
9E,SAV -> JFK,940,-19.0,1159.0,16.9,0.0372,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,SBN -> DTW,1,-4.0,-4.0,-4.0,0.0,12
9E,SBN -> LGA,7,-13.0,1.0,-5.43,0.0,"10,11,12,9"
9E,SBN -> TLH,1,-10.0,-10.0,-10.0,0.0,11
9E,SDF -> DTW,71,-18.0,406.0,8.3,0.0141,"1,10,2,4,5,8"
9E,SDF -> JFK,1,-6.0,-6.0,-6.0,0.0,5
9E,SGF -> ATL,636,-18.0,351.0,6.67,0.0047,"1,10,11,12,2,3,4,5,7,8,9"
9E,SHV -> ATL,1171,-23.0,621.0,4.98,0.0162,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,STL -> LGA,1322,-20.0,844.0,5.43,0.0393,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,STL -> MSP,72,-14.0,177.0,6.88,0.0,"1,10,11,12,3,4,7,8"
9E,SYR -> DTW,521,-24.0,337.0,5.28,0.0154,"1,10,11,2,3,4,5,6,7,8,9"
9E,TLH -> ATL,625,-21.0,1119.0,10.26,0.024,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,TPA -> CVG,6,-3.0,290.0,103.83,0.0,12
9E,TPA -> RDU,2,-4.0,2.0,-1.0,0.0,12
9E,TUL -> ATL,151,-15.0,175.0,6.54,0.0,"1,12,2,3,4,5,6"
9E,TVC -> MSP,28,-12.0,51.0,-1.11,0.0,"10,9"
9E,TYS -> ATL,1206,-19.0,443.0,5.86,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,TYS -> DTW,565,-17.0,348.0,-0.37,0.0088,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,VPS -> ATL,21,-5.0,83.0,20.3,0.0476,"1,10,2,3,9"
9E,XNA -> ATL,1171,-21.0,859.0,5.29,0.0068,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,XNA -> LGA,310,-20.0,907.0,10.35,0.0065,"10,11,12,4,5,6,7,8,9"
AA,ABQ -> DFW,2018,-21.0,2582.0,24.41,0.0302,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ABQ -> ORD,336,-14.0,1095.0,13.06,0.006,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ABQ -> PHX,660,-17.0,877.0,9.62,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ALB -> CLT,1103,-16.0,1498.0,21.93,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ALB -> DFW,350,-12.0,1496.0,16.09,0.0086,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ATL -> CLT,890,-30.0,2353.0,12.63,0.0146,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ATL -> MIA,1826,-21.0,1832.0,25.36,0.0175,"1,10,11,12,2,3,4,5,6,7,8,9"
