Compagnia,Tratta,Voli,Min,Max,Medio,Cancellazioni,Mesi
DL,DFW -> ATL,2789,-32.0,1085.0,16.37,0.0093,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> BOS,1060,-25.0,920.0,17.27,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> LAX,711,-17.0,1026.0,11.38,0.0042,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> LGA,2087,-25.0,1145.0,13.71,0.0105,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> MSO,1,154.0,154.0,154.0,0.0,1
DL,DFW -> SEA,348,-24.0,544.0,8.26,0.0144,"10,11,12,7,8,9"
DL,DLH -> MSP,108,-18.0,406.0,10.64,0.0093,"6,7,8,9"
DL,DSM -> DTW,1,-17.0,-17.0,-17.0,0.0,11
DL,DSM -> LAX,1,-6.0,-6.0,-6.0,0.0,11
DL,DTW -> ALB,341,-21.0,719.0,20.67,0.0176,"1,10,11,12,2,3,5,6,7,8,9"
DL,DTW -> ANC,45,-9.0,247.0,41.53,0.0444,"6,7,8,9"
DL,DTW -> AUS,1282,-20.0,614.0,7.76,0.0086,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> BDL,1111,-27.0,631.0,7.38,0.009,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> BHM,1,-5.0,-5.0,-5.0,0.0,10
DL,DTW -> BOS,1681,-21.0,664.0,12.5,0.0095,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> CLE,104,-17.0,507.0,15.62,0.0096,"1,12,2,3,4,5,6"
DL,DTW -> CLT,1470,-21.0,834.0,4.55,0.0041,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> CMH,62,-16.0,99.0,5.51,0.0161,"1,2,3"
DL,DTW -> DCA,1643,-19.0,890.0,8.96,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> DFW,1395,-14.0,445.0,13.62,0.01,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> GSP,167,-16.0,563.0,20.16,0.018,"3,4,5,6,7,8,9"
DL,DTW -> HNL,340,-18.0,534.0,10.0,0.0088,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> HOU,2,-14.0,-3.0,-8.5,0.0,1
DL,DTW -> IAD,168,-20.0,531.0,13.37,0.006,"1,2,3,4,5,6,7,8,9"
DL,DTW -> IAH,1315,-14.0,1077.0,14.42,0.0091,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> IND,456,-19.0,619.0,11.38,0.0066,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> JAX,531,-16.0,208.0,6.94,0.0113,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> LAS,2063,-29.0,1009.0,10.59,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> LAX,1971,-16.0,1018.0,12.5,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MCI,1194,-16.0,618.0,6.94,0.005,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MDT,1,12.0,12.0,12.0,0.0,11
DL,DTW -> MEM,363,-16.0,988.0,13.89,0.0,"1,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MIA,938,-13.0,503.0,13.82,0.0107,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MSN,533,-16.0,347.0,10.95,0.0038,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MYR,364,-15.0,414.0,3.23,0.0165,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> ORF,14,-10.0,463.0,35.93,0.0,"1,7,8"
DL,DTW -> PHL,1290,-17.0,694.0,8.15,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> PHX,1390,-16.0,960.0,13.32,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> PIT,400,-21.0,591.0,15.67,0.0125,"1,10,11,2,3,4,5,6,7,8,9"
DL,DTW -> RIC,182,-16.0,180.0,12.12,0.0,"1,2,3,4,5,6,7,8"
DL,DTW -> RSW,1250,-19.0,338.0,10.02,0.0152,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> SAT,902,-20.0,275.0,7.46,0.01,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> SEA,1571,-13.0,591.0,9.63,0.0057,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> SMF,94,-12.0,149.0,16.15,0.0213,"10,11,12,7,8,9"
DL,DTW -> SNA,265,-19.0,423.0,10.65,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> SRQ,101,-10.0,349.0,20.61,0.0,"1,12,2,3,4"
DL,DTW -> STL,1192,-20.0,1021.0,8.43,0.0059,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> SYR,216,-15.0,175.0,7.78,0.0046,"1,10,11,12,2,3,4,9"
DL,DTW -> TPA,1574,-15.0,889.0,12.26,0.0216,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> TVC,381,-28.0,801.0,17.6,0.0157,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,EWR -> ATL,3030,-17.0,1168.0,18.22,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,EWR -> DTW,1584,-20.0,1088.0,21.89,0.0114,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,EWR -> MSP,1278,-19.0,1083.0,23.09,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,EWR -> SLC,690,-15.0,1163.0,23.38,0.0174,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,EYW -> ATL,1322,-27.0,1154.0,13.48,0.0219,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,EYW -> BNA,1,-2.0,-2.0,-2.0,0.0,5
DL,FAI -> SEA,508,-23.0,1050.0,18.6,0.0138,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FAT -> ATL,204,-19.0,697.0,19.85,0.0196,"10,11,12,6,7,8,9"
DL,FCA -> SLC,366,-15.0,383.0,4.13,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FLL -> ATL,4188,-21.0,1175.0,16.13,0.0084,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FLL -> BOS,806,-25.0,836.0,17.79,0.0112,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FLL -> DTW,1593,-24.0,586.0,11.94,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FLL -> JFK,1566,-26.0,925.0,17.63,0.016,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FLL -> LAS,3,-1.0,10.0,2.67,0.0,1
DL,FLL -> LGA,1610,-22.0,424.0,15.59,0.0186,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FLL -> RDU,365,-20.0,1191.0,25.53,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FLL -> SEA,364,-22.0,1043.0,27.12,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FLL -> SLC,366,-17.0,758.0,11.36,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FSD -> ATL,366,-12.0,738.0,20.39,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,FSD -> MSP,300,-22.0,766.0,19.0,0.02,"1,10,11,12,3,4,5,6,7,8,9"
DL,GEG -> ATL,471,-19.0,481.0,6.1,0.0106,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,GEG -> SEA,341,-19.0,868.0,9.15,0.0176,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,GNV -> ATL,1570,-29.0,1024.0,5.62,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,GPT -> ATL,1185,-24.0,1000.0,7.92,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,GRB -> SEA,1,-10.0,-10.0,-10.0,0.0,12
DL,GRB -> SJC,1,-8.0,-8.0,-8.0,0.0,11
DL,GSO -> ATL,2415,-25.0,1082.0,4.65,0.0066,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,HNL -> BOS,37,-28.0,116.0,-1.86,0.027,"11,12"
DL,HNL -> DTW,340,-16.0,494.0,15.76,0.0118,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,HNL -> JFK,335,-21.0,1019.0,10.2,0.003,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,HNL -> SEA,742,-19.0,736.0,6.01,0.0027,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,HNL -> SLC,402,-16.0,922.0,6.13,0.0149,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,HOU -> ATL,1598,-20.0,1103.0,13.95,0.01,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,HPN -> MCO,125,-16.0,362.0,9.98,0.0,"1,2,3,4,5"
DL,HPN -> PBI,123,-27.0,436.0,27.9,0.0081,"1,2,3,4,5"
DL,HRL -> MSP,208,-20.0,197.0,3.18,0.0048,"1,10,11,12,2,3,4,5"
DL,IAD -> ATL,2108,-18.0,1021.0,11.44,0.0095,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,IAD -> DTW,168,-19.0,280.0,9.41,0.006,"1,2,3,4,5,6,7,8,9"
DL,IAD -> SEA,583,-14.0,1114.0,18.82,0.0017,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,IAD -> SLC,366,-12.0,336.0,4.82,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,IAH -> ATL,2322,-20.0,958.0,12.79,0.0108,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,IAH -> DTW,1314,-21.0,1175.0,12.97,0.0107,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ICT -> ATL,883,-19.0,1108.0,7.43,0.0113,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ILM -> ATL,730,-19.0,649.0,10.18,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ILM -> MSP,53,-16.0,401.0,23.83,0.0189,"5,6,7,8,9"
DL,IND -> LAX,266,-14.0,974.0,16.49,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,IND -> MSP,1062,-23.0,940.0,6.69,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,IND -> SLC,296,-17.0,409.0,1.7,0.0034,"10,11,12,3,4,5,6,7,8,9"
DL,JAC -> ATL,219,-23.0,1153.0,25.53,0.0091,"1,10,12,2,3,4,6,7,8,9"
DL,JAC -> MSP,25,-19.0,242.0,30.71,0.04,"1,12,2,3,4"
DL,JAX -> ATL,3760,-19.0,717.0,8.08,0.0112,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JAX -> DTW,531,-20.0,834.0,12.34,0.0113,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JAX -> LGA,117,-15.0,326.0,8.8,0.0,"1,10,11,12,2,3,4,5,6,9"
DL,JAX -> MKE,1,9.0,9.0,9.0,0.0,10
DL,JAX -> MSP,393,-28.0,1204.0,18.1,0.0153,"1,10,11,12,3,4,5,6,7,8,9"
DL,JFK -> ABQ,4,-8.0,0.0,-5.25,0.0,10
DL,JFK -> AUS,1271,-14.0,481.0,10.32,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> BOS,463,-12.0,799.0,22.43,0.0043,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> BUF,89,-11.0,265.0,14.8,0.0112,"3,4,5,6"
DL,JFK -> DEN,958,-16.0,987.0,15.01,0.0136,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> DTW,559,-20.0,979.0,28.74,0.0179,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> JAX,389,-15.0,530.0,8.25,0.0077,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> LAS,1709,-14.0,870.0,10.68,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> MIA,1576,-14.0,833.0,14.9,0.0121,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> MSP,810,-18.0,539.0,11.71,0.0111,"1,10,11,12,3,4,5,6,7,8,9"
DL,JFK -> MSY,726,-18.0,867.0,8.9,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> PBI,731,-14.0,311.0,7.32,0.015,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> PDX,553,-17.0,685.0,12.42,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> RSW,471,-17.0,461.0,8.06,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> SAT,366,-16.0,590.0,6.57,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> SJU,1100,-15.0,800.0,9.64,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JFK -> SLC,1481,-13.0,463.0,9.61,0.0041,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,JNU -> SEA,151,-19.0,813.0,10.27,0.0,"10,11,6,7,8,9"
DL,KOA -> LAX,366,-20.0,918.0,8.31,0.0219,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAS -> ATL,3334,-18.0,1124.0,9.15,0.0084,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAS -> BTR,2,0.0,23.0,11.5,0.0,9
DL,LAS -> CVG,344,-20.0,222.0,5.38,0.0087,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAS -> DTW,2063,-23.0,1133.0,6.6,0.0063,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAS -> JFK,1712,-16.0,1089.0,11.28,0.0088,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAS -> MCI,3,-2.0,9.0,2.0,0.0,2
DL,LAS -> MCO,3,-4.0,-1.0,-2.67,0.0,1
DL,LAS -> MSY,1,-4.0,-4.0,-4.0,0.0,9
DL,LAS -> RDU,318,-28.0,653.0,4.76,0.0157,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAS -> SJC,4,-8.0,28.0,8.0,0.0,1
DL,LAX -> ATL,3972,-16.0,1061.0,12.65,0.0063,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> AUS,1219,-20.0,1053.0,10.3,0.0033,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> BNA,866,-20.0,432.0,1.17,0.0092,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> CVG,316,-17.0,493.0,7.42,0.0095,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> DCA,364,-11.0,307.0,6.55,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> DSM,1,-8.0,-8.0,-8.0,0.0,11
DL,LAX -> DTW,1973,-18.0,456.0,7.26,0.0076,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> FLL,341,-13.0,151.0,8.12,0.0059,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> IAH,659,-16.0,797.0,12.37,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> JFK,3340,-14.0,925.0,16.5,0.0036,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> KOA,366,-12.0,323.0,12.93,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> LAS,1750,-23.0,466.0,9.2,0.0069,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> LIH,366,-12.0,386.0,6.43,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> MIA,395,-13.0,509.0,6.74,0.0076,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> MSN,1,-6.0,-6.0,-6.0,0.0,8
DL,LAX -> RDU,366,-12.0,482.0,8.51,0.0027,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> SAT,681,-18.0,780.0,8.79,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LAX -> SDF,1,-2.0,-2.0,-2.0,0.0,5
DL,LAX -> SLC,2433,-16.0,329.0,4.3,0.0058,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LEX -> ATL,1845,-30.0,1191.0,5.9,0.0114,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LGA -> ATL,4635,-24.0,802.0,11.76,0.0091,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LGA -> BUF,6,-13.0,226.0,29.83,0.0,1
DL,LGA -> CMH,2,-4.0,84.0,40.0,0.0,12
DL,LGA -> DAB,2,-4.0,-3.0,-3.5,0.0,2
DL,LGA -> DEN,1048,-19.0,1158.0,13.31,0.0134,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LGA -> FLL,1610,-15.0,413.0,13.76,0.0186,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LGA -> LAS,7,-4.0,4.0,-0.71,0.0,"1,2"
DL,LGA -> MCO,2065,-16.0,434.0,14.35,0.0199,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LGA -> MIA,1804,-16.0,431.0,17.53,0.0155,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LGA -> MSN,2,-17.0,-9.0,-13.0,0.0,"10,9"
DL,LGA -> MSP,1773,-19.0,974.0,10.89,0.009,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LGA -> PHX,3,-9.0,82.0,24.67,0.0,"1,2"
DL,LGA -> RDU,6,-7.0,70.0,17.83,0.0,"12,6,7"
DL,LGA -> RSW,731,-21.0,484.0,8.28,0.0164,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LGA -> SLC,13,-11.0,1.0,-4.46,0.0,"1,12,2,3"
DL,LGA -> TVC,31,-17.0,647.0,17.48,0.0,"6,7,8,9"
DL,LGB -> SLC,438,-20.0,1115.0,14.31,0.0068,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,LIH -> SEA,366,-20.0,632.0,-0.45,0.0164,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCI -> ATL,2352,-17.0,929.0,5.28,0.0077,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCI -> BUF,1,-12.0,-12.0,-12.0,0.0,11
DL,MCI -> BWI,1,-9.0,-9.0,-9.0,0.0,9
DL,MCI -> DTW,1194,-21.0,796.0,4.41,0.005,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCI -> LAS,3,-10.0,-5.0,-6.67,0.0,2
DL,MCI -> MSP,1263,-22.0,980.0,3.87,0.0087,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCI -> SEA,364,-17.0,299.0,1.79,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCO -> ATL,5459,-20.0,970.0,16.8,0.0112,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCO -> AUS,368,-26.0,645.0,13.54,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCO -> BOS,1205,-23.0,897.0,15.96,0.0149,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCO -> DTW,2056,-24.0,1038.0,17.97,0.0146,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCO -> LAS,3,-7.0,4.0,-2.0,0.0,1
DL,MCO -> LGA,2065,-15.0,1027.0,15.15,0.0199,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCO -> MSP,1866,-22.0,1061.0,15.62,0.015,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MCO -> SEA,684,-12.0,1029.0,16.91,0.0175,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MEM -> ATL,2872,-18.0,975.0,4.58,0.0115,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MEM -> DTW,362,-20.0,937.0,13.48,0.0055,"1,11,12,2,3,4,5,6,7,8,9"
DL,MEM -> LAX,248,-13.0,149.0,11.25,0.0081,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MEM -> LGA,1,-10.0,-10.0,-10.0,0.0,11
DL,MIA -> ATL,3160,-59.0,1173.0,21.35,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MIA -> DTW,938,-18.0,588.0,14.38,0.0117,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MIA -> JFK,1573,-16.0,1023.0,21.94,0.0121,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MIA -> LAX,395,-16.0,505.0,4.92,0.0076,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MIA -> MSP,791,-19.0,918.0,14.64,0.0076,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MIA -> SEA,13,-3.0,120.0,36.31,0.0,12
DL,MKE -> ATL,2049,-19.0,1019.0,8.77,0.0083,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MKE -> BOS,4,-20.0,-2.0,-10.25,0.0,"6,7"
DL,MLB -> ATL,1392,-23.0,410.0,3.6,0.0101,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSN -> DTW,534,-19.0,882.0,6.17,0.0056,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSN -> LAX,1,-15.0,-15.0,-15.0,0.0,8
DL,MSN -> LGA,2,-10.0,-10.0,-10.0,0.0,"10,9"
DL,MSN -> MSP,399,-17.0,901.0,5.1,0.0125,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSN -> SLC,2,-7.0,162.0,77.5,0.0,8
DL,MSO -> DFW,1,-15.0,-15.0,-15.0,0.0,1
DL,MSO -> SLC,255,-14.0,418.0,10.06,0.0078,"10,11,12,3,4,5,6,7,8,9"
DL,MSP -> ATW,38,-12.0,245.0,10.36,0.0526,"7,8,9"
DL,MSP -> AUS,995,-15.0,760.0,7.96,0.003,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> BDL,885,-18.0,949.0,7.91,0.0056,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> BNA,1231,-16.0,480.0,5.34,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> BZN,811,-20.0,677.0,9.0,0.0049,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> CLE,647,-17.0,538.0,13.93,0.0108,"10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> COS,94,-22.0,292.0,13.27,0.0106,"6,7,8,9"
DL,MSP -> DCA,1731,-16.0,960.0,7.54,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> DEN,1792,-16.0,656.0,6.94,0.0067,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> DTW,1900,-17.0,942.0,6.18,0.0032,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> EWR,1278,-16.0,961.0,17.12,0.0086,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> FAI,94,-11.0,297.0,14.21,0.0,"6,7,8,9"
DL,MSP -> FCA,429,-15.0,557.0,13.3,0.0093,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> FSD,300,-20.0,783.0,22.49,0.02,"1,10,11,12,3,4,5,6,7,8,9"
DL,MSP -> HDN,25,-12.0,153.0,6.08,0.0,"1,12,2,3,4"
DL,MSP -> IAH,1332,-15.0,637.0,10.14,0.0098,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> ICT,1,-1.0,-1.0,-1.0,0.0,12
DL,MSP -> ILM,53,-14.0,422.0,13.83,0.0189,"5,6,7,8,9"
DL,MSP -> IND,1061,-15.0,239.0,7.73,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> JAC,25,-15.0,121.0,12.88,0.0,"1,12,2,3,4"
DL,MSP -> MYR,161,-13.0,206.0,8.39,0.0062,"10,4,5,6,7,8,9"
DL,MSP -> OMA,176,-19.0,624.0,21.08,0.0284,"1,2,3,4,5,6,7,8,9"
DL,MSP -> ORD,1869,-17.0,431.0,11.31,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> ORF,12,-9.0,95.0,7.67,0.0,"6,7,8"
DL,MSP -> PBI,108,-11.0,218.0,14.44,0.0,"1,10,11,12,2,3,4"
DL,MSP -> PDX,1260,-13.0,285.0,7.74,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> PHL,1177,-17.0,285.0,7.09,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> PSC,246,-17.0,159.0,10.55,0.0081,"1,10,11,12,5,6,7,8,9"
DL,MSP -> RAP,95,-27.0,624.0,21.2,0.0316,"6,7,8,9"
DL,MSP -> RDU,1206,-17.0,296.0,6.37,0.0058,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> RNO,124,-11.0,215.0,11.31,0.0242,"10,6,7,8,9"
DL,MSP -> RSW,1161,-14.0,780.0,9.82,0.0138,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> SAN,1327,-19.0,625.0,7.77,0.0053,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> SAV,220,-17.0,231.0,1.66,0.0091,"10,11,4,5,6,7,8,9"
DL,MSP -> SDF,1,147.0,147.0,147.0,0.0,5
DL,MSP -> SEA,1762,-13.0,633.0,6.97,0.0051,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> SFO,1505,-15.0,228.0,10.89,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> SJC,472,-17.0,287.0,7.43,0.0042,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> SJU,129,-15.0,186.0,2.7,0.0078,"1,11,12,2,3,4,5,6,7,8"
DL,MSP -> SLC,1599,-16.0,222.0,5.49,0.0038,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> SRQ,211,-16.0,163.0,0.44,0.0332,"1,10,11,12,2,3,4,5"
DL,MSP -> STL,1208,-26.0,332.0,6.12,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> TPA,1179,-16.0,295.0,6.2,0.0221,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSP -> TUS,141,-15.0,255.0,7.97,0.0,"1,11,12,2,3,4"
DL,MSP -> VPS,292,-16.0,213.0,5.74,0.0034,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSY -> ATL,3185,-19.0,1278.0,10.39,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSY -> DTW,571,-19.0,562.0,10.95,0.0053,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSY -> JFK,726,-24.0,941.0,16.77,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MSY -> LAS,1,78.0,78.0,78.0,0.0,8
DL,MYR -> ATL,1386,-23.0,1092.0,2.12,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,MYR -> MSP,161,-22.0,432.0,9.98,0.0062,"10,4,5,6,7,8,9"
DL,OAJ -> ATL,304,-20.0,741.0,3.37,0.0132,"1,2,3,4,5,6,7,8,9"
DL,OAK -> ATL,122,-17.0,962.0,17.61,0.0328,"10,11,6,7,8,9"
DL,OAK -> SLC,445,-22.0,544.0,1.88,0.009,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,OGG -> ATL,41,-11.0,187.0,11.88,0.0,"11,12"
DL,OGG -> SEA,366,-21.0,1102.0,12.02,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,OGG -> SLC,149,-19.0,142.0,4.51,0.0336,"1,11,12,2,3,4"
DL,OKC -> ATL,1722,-25.0,1035.0,2.47,0.0087,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,OKC -> TYS,1,-17.0,-17.0,-17.0,0.0,9
