Compagnia,Tratta,Voli,Min,Max,Medio,Cancellazioni,Mesi
AS,PAE -> LAX,520,-27.0,131.0,-4.58,0.0269,"1,2,3,4,5,6,7,8,9"
AS,PAE -> PHX,1008,-22.0,183.0,2.74,0.0317,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> BOS,984,-13.0,291.0,6.09,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> BUR,1440,-19.0,264.0,6.61,0.0181,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> DEN,930,-14.0,267.0,3.73,0.0194,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> DFW,1154,-20.0,246.0,4.3,0.0191,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> EWR,628,-13.0,298.0,10.18,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> JFK,728,-13.0,299.0,13.31,0.0357,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> KOA,630,-12.0,160.0,5.11,0.0222,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> LAS,2178,-18.0,267.0,7.62,0.0193,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> LAX,3736,-18.0,458.0,3.97,0.015,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> MIA,288,-14.0,298.0,17.26,0.0694,"1,11,12,2,3,4"
AS,PDX -> OGG,588,-13.0,144.0,1.15,0.0374,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> PHX,2032,-17.0,274.0,6.21,0.0148,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> SAN,2892,-24.0,365.0,3.95,0.0263,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> SFO,1976,-18.0,245.0,11.41,0.0213,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PDX -> SNA,2698,-21.0,228.0,-0.02,0.0141,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PHL -> SEA,1266,-18.0,292.0,10.76,0.0142,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PHX -> PAE,1010,-20.0,192.0,3.84,0.0119,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PHX -> SEA,5990,-22.0,498.0,5.61,0.0157,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,PSP -> SEA,1964,-30.0,311.0,3.78,0.0356,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,RNO -> SEA,1200,-23.0,291.0,4.46,0.01,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,RSW -> LAX,6,-8.0,11.0,4.33,0.0,1
AS,RSW -> SEA,334,-21.0,201.0,7.74,0.0419,"1,11,12,2,3,4,5,6,7,8,9"
AS,SAN -> ATL,458,-13.0,281.0,10.68,0.0218,"10,11,12,5,6,7,8,9"
AS,SAN -> BOI,50,-12.0,136.0,12.32,0.0,10
AS,SAN -> EWR,646,-19.0,248.0,5.38,0.0186,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SAN -> FAT,58,-15.0,76.0,12.29,0.0345,12
AS,SAN -> FLL,352,-13.0,350.0,17.6,0.0739,"1,11,12,2,3,4,5"
AS,SAN -> LIH,426,-18.0,251.0,4.26,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SAN -> MCO,1170,-19.0,425.0,11.92,0.0342,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SAN -> SEA,5742,-20.0,927.0,7.5,0.0219,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SAN -> SFO,762,-15.0,199.0,18.12,0.0105,"10,11,12,3,4,5,6,7,8,9"
AS,SAN -> SJC,50,-16.0,48.0,-0.44,0.0,"10,11"
AS,SAN -> TPA,718,-14.0,417.0,10.08,0.0613,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SAT -> SEA,1266,-21.0,309.0,9.11,0.0063,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SBA -> SEA,660,-26.0,213.0,-0.37,0.0091,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SBP -> SEA,124,-24.0,254.0,7.23,0.0,"10,11,12"
AS,SCC -> BRW,2,-5.0,-5.0,-5.0,0.0,4
AS,SEA -> ANC,11856,-18.0,343.0,10.96,0.012,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> ATL,2238,-15.0,184.0,7.7,0.017,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> BNA,1842,-19.0,160.0,8.16,0.0087,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> BOS,2400,-15.0,263.0,10.98,0.0108,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> BZN,1306,-17.0,324.0,9.92,0.0123,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> CHS,700,-14.0,192.0,5.9,0.0229,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> CLE,954,-13.0,154.0,7.43,0.0126,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> CMH,944,-14.0,176.0,8.35,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> DEN,3262,-18.0,317.0,9.14,0.0104,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> DFW,3654,-14.0,316.0,9.91,0.0181,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> DTW,1020,-13.0,148.0,9.94,0.0176,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> FAI,3646,-22.0,219.0,9.19,0.0104,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> GEG,3308,-14.0,394.0,10.23,0.0133,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> IAD,1698,-15.0,189.0,7.68,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> IND,1080,-15.0,235.0,12.95,0.0167,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> JAC,20,-8.0,120.0,8.1,0.0,"6,7,8"
AS,SEA -> JNU,2922,-19.0,244.0,11.09,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> KTN,2658,-16.0,296.0,8.43,0.0053,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> LAX,7014,-17.0,444.0,9.31,0.0154,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> MCO,2338,-18.0,269.0,8.97,0.0419,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> MIA,780,-12.0,438.0,13.25,0.0333,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> MSP,1942,-15.0,449.0,9.46,0.0124,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> OGG,2026,-13.0,292.0,9.7,0.0227,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> OMA,940,-13.0,231.0,7.2,0.0128,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> PHL,1268,-14.0,253.0,9.54,0.0126,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> PIT,866,-13.0,221.0,6.5,0.0092,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> PSC,746,-18.0,407.0,11.96,0.0188,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> PSP,1970,-20.0,255.0,6.2,0.0254,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> RDM,924,-14.0,366.0,10.86,0.0303,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> RSW,332,-13.0,146.0,12.02,0.0422,"1,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> SAN,5734,-20.0,307.0,8.35,0.0192,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> SBA,660,-19.0,172.0,4.97,0.0061,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> SFO,5682,-17.0,464.0,14.78,0.0225,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> SLC,2382,-16.0,329.0,8.16,0.0176,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> SMF,2270,-17.0,298.0,10.0,0.0141,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SEA -> STS,630,-15.0,299.0,6.43,0.0063,"1,10,11,12,3,4,5,6,7,8,9"
AS,SEA -> TUS,1054,-16.0,270.0,10.01,0.0038,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> ANC,296,-16.0,205.0,15.39,0.0,"5,6,7,8,9"
AS,SFO -> AUS,1374,-15.0,317.0,6.34,0.032,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> DAL,26,-11.0,15.0,-4.5,0.0769,"1,4"
AS,SFO -> GEG,4,-8.0,-6.0,-7.0,0.0,"8,9"
AS,SFO -> HNL,832,-13.0,219.0,8.01,0.0216,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> IAD,842,-14.0,128.0,5.54,0.0071,"1,10,11,12,3,4,5,6,7,8,9"
AS,SFO -> JAC,146,-20.0,91.0,-0.03,0.0685,"1,2,3"
AS,SFO -> LAS,1894,-15.0,336.0,13.45,0.0285,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> MCO,746,-14.0,265.0,10.93,0.0456,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> OGG,596,-16.0,315.0,0.91,0.0101,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> ORD,988,-16.0,232.0,11.19,0.0243,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> PDX,1976,-20.0,285.0,11.17,0.0192,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> PHX,284,-16.0,150.0,4.97,0.0493,"1,10,11,12,2,3,4,5"
AS,SFO -> SEA,5672,-17.0,578.0,13.33,0.0279,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SFO -> TPA,124,-13.0,99.0,10.98,0.0968,"1,11,12,2,3,4"
AS,SJC -> KOA,614,-21.0,184.0,2.36,0.013,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SJC -> SAN,48,-17.0,13.0,-8.25,0.0,"10,11"
AS,SLC -> ANC,88,-10.0,48.0,3.07,0.0455,"5,6,7,8,9"
AS,SLC -> SEA,2382,-21.0,637.0,6.34,0.0176,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SNA -> PDX,2706,-29.0,678.0,0.03,0.0096,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SNA -> SEA,5400,-26.0,574.0,2.92,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,SNA -> SFO,124,-16.0,140.0,10.05,0.0,"10,11,12"
AS,STL -> SEA,1558,-28.0,499.0,4.21,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
AS,TPA -> SFO,124,-20.0,89.0,15.34,0.0645,"1,11,12,2,3,4"
B6,ACK -> JFK,508,-25.0,400.0,19.22,0.063,"10,5,6,7,8,9"
B6,ACK -> LGA,326,-23.0,279.0,7.73,0.0307,"10,5,6,7,8,9"
B6,ATL -> BOS,1588,-22.0,1181.0,20.25,0.0139,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,ATL -> FLL,418,-22.0,294.0,7.59,0.0096,"1,2,3,4,5,6"
B6,ATL -> JFK,1874,-18.0,1276.0,25.9,0.0128,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,ATL -> LGA,2134,-15.0,808.0,24.19,0.0206,"1,10,2,3,4,5,6,7,8,9"
B6,AUS -> BOS,730,-15.0,1052.0,27.95,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,AUS -> FLL,254,-16.0,210.0,28.95,0.0079,"1,2,3,4"
B6,AUS -> JFK,602,-15.0,1442.0,41.16,0.0133,"1,10,2,3,4,5,6,7,8,9"
B6,BDL -> LAX,226,-17.0,978.0,30.69,0.0,"10,6,7,8,9"
B6,BDL -> MIA,218,-21.0,527.0,10.79,0.0183,"1,2,3,4"
B6,BDL -> PBI,1046,-24.0,390.0,9.03,0.021,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BNA -> FLL,324,-29.0,203.0,6.63,0.0123,"1,2,3,4,5,6"
B6,BNA -> LGA,6,-6.0,162.0,50.33,0.0,1
B6,BOS -> ATL,1592,-15.0,404.0,13.37,0.0126,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> AUS,730,-15.0,280.0,12.52,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> AVL,166,-14.0,250.0,18.17,0.012,"6,7,8,9"
B6,BOS -> BUF,1858,-16.0,460.0,10.73,0.014,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> BZN,164,-13.0,125.0,12.0,0.0122,"1,12,2,3,6,7,8,9"
B6,BOS -> CHS,1334,-18.0,330.0,12.47,0.0105,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> CLT,1060,-17.0,595.0,11.41,0.017,"1,10,2,3,4,5,6,7,8,9"
B6,BOS -> FLL,3034,-21.0,541.0,22.78,0.0145,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> HDN,64,-15.0,150.0,11.71,0.0313,"2,3"
B6,BOS -> IAH,720,-15.0,321.0,13.38,0.0083,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> LAS,1962,-16.0,317.0,9.84,0.0031,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> LGA,4720,-18.0,559.0,10.72,0.0275,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> MCO,4568,-22.0,949.0,23.01,0.0197,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> MSY,938,-18.0,317.0,6.78,0.0213,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> MVY,166,-17.0,214.0,5.49,0.012,"6,7,8,9"
B6,BOS -> ORD,1424,-16.0,788.0,10.6,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> PBI,2862,-20.0,614.0,20.06,0.014,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> PHL,2158,-18.0,260.0,8.05,0.0158,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> PHX,860,-16.0,266.0,19.33,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> PIT,2390,-18.0,402.0,13.34,0.0159,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> RDU,2620,-19.0,346.0,12.82,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> SAN,1442,-16.0,304.0,6.67,0.0028,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> SAT,578,-13.0,271.0,12.26,0.0138,"1,10,2,3,4,5,6,7,8,9"
B6,BOS -> SAV,998,-16.0,313.0,10.84,0.006,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> SEA,898,-16.0,293.0,13.32,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> SJC,252,-14.0,274.0,23.1,0.0079,"5,6,7,8,9"
B6,BOS -> SJU,2506,-20.0,487.0,21.59,0.0056,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> SLC,612,-13.0,227.0,28.18,0.0033,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BOS -> SRQ,624,-14.0,387.0,7.85,0.0385,"1,10,11,12,2,3,4,5,6"
B6,BQN -> FLL,698,-28.0,1044.0,14.34,0.0057,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BQN -> JFK,1254,-28.0,808.0,13.8,0.0191,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BQN -> MCO,890,-30.0,824.0,15.23,0.009,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BTV -> JFK,12,-13.0,27.0,3.0,0.0,1
B6,BUF -> MCO,752,-22.0,327.0,3.14,0.0186,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,BUF -> PBI,58,-14.0,549.0,27.17,0.0,"10,11,12"
B6,BUR -> JFK,600,-17.0,1240.0,46.24,0.02,"1,10,2,3,4,5,6,7,8,9"
B6,BWI -> BOS,444,-22.0,332.0,7.17,0.0225,"1,2,3,4"
B6,BZN -> BOS,164,-13.0,299.0,33.6,0.0,"1,12,2,3,6,7,8,9"
B6,CHS -> BOS,1334,-24.0,1036.0,18.71,0.0105,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,CHS -> HPN,358,-24.0,1647.0,14.16,0.0,"10,5,6,7,8,9"
B6,CHS -> JFK,1308,-18.0,1136.0,17.24,0.0306,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,CLE -> BOS,1644,-33.0,1060.0,9.67,0.0158,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,CLT -> BOS,1060,-25.0,1009.0,17.57,0.0189,"1,10,2,3,4,5,6,7,8,9"
B6,DCA -> BOS,7626,-21.0,973.0,13.66,0.0163,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,DCA -> JFK,12,-8.0,24.0,-0.83,0.0,1
B6,DCA -> MVY,184,-20.0,110.0,2.53,0.0,"5,6,7,8,9"
B6,DCA -> SJU,732,-19.0,403.0,10.13,0.0027,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,DEN -> LGA,184,-18.0,453.0,20.18,0.0,"1,2,3"
B6,DFW -> BOS,728,-23.0,1232.0,37.77,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,EWR -> LAX,1814,-23.0,727.0,8.88,0.0066,"1,10,2,3,4,5,6,7,8,9"
B6,EWR -> MCO,2652,-21.0,588.0,17.47,0.0234,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,EWR -> PBI,1448,-18.0,440.0,18.83,0.0207,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,EWR -> RSW,774,-18.0,396.0,13.56,0.0362,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,EWR -> SJU,1168,-21.0,746.0,15.17,0.0103,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,EYW -> BOS,358,-29.0,1464.0,38.93,0.0279,"1,10,11,12,2,3,4"
B6,FLL -> AUS,254,-17.0,142.0,13.1,0.0079,"1,2,3,4"
B6,FLL -> BDL,1064,-19.0,303.0,21.01,0.0113,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> BNA,324,-17.0,198.0,4.6,0.0123,"1,2,3,4,5,6"
B6,FLL -> BOS,3020,-22.0,705.0,20.99,0.0159,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> BUF,850,-18.0,356.0,9.35,0.0118,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> CHS,674,-19.0,348.0,11.11,0.0119,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> DCA,3204,-21.0,610.0,11.69,0.0131,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> EWR,2100,-14.0,461.0,24.18,0.0162,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> HPN,1958,-22.0,371.0,17.47,0.0072,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> JFK,4686,-19.0,1459.0,24.55,0.0252,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> LAS,860,-17.0,305.0,12.46,0.0047,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> LAX,2622,-20.0,816.0,7.76,0.0046,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> LGA,3536,-22.0,622.0,19.3,0.0141,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> MSY,292,-17.0,394.0,27.09,0.0342,"1,2,3,4,5,6"
B6,FLL -> PHX,180,-17.0,76.0,-2.54,0.0,"10,11,12"
B6,FLL -> PVD,868,-18.0,348.0,14.64,0.0138,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> RDU,778,-23.0,350.0,24.85,0.018,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> SJU,2750,-21.0,432.0,14.86,0.0044,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,FLL -> TLH,596,-18.0,175.0,0.01,0.0201,"1,10,2,3,4,5,6,7,8,9"
B6,HDN -> BOS,64,-22.0,1560.0,115.81,0.0313,"2,3"
B6,HDN -> FLL,56,-18.0,1105.0,90.93,0.0,"2,3,4"
B6,HPN -> ACK,464,-22.0,258.0,3.5,0.0259,"10,5,6,7,8,9"
B6,HPN -> CHS,358,-23.0,224.0,-0.98,0.0,"10,5,6,7,8,9"
B6,HPN -> FLL,1966,-25.0,850.0,12.9,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,HPN -> MCO,2368,-28.0,583.0,8.61,0.0144,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,HPN -> PBI,3646,-32.0,740.0,11.84,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,HPN -> RSW,914,-28.0,959.0,7.74,0.0153,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,HPN -> SJU,128,-18.0,482.0,13.59,0.0,"10,11,12"
B6,HPN -> TPA,732,-34.0,584.0,1.12,0.0301,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,IAH -> JFK,752,-17.0,1071.0,27.99,0.0293,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,ISP -> FLL,78,-18.0,66.0,7.31,0.0,"10,11,12"
B6,ISP -> MCO,138,-20.0,335.0,9.14,0.0,"10,11,12"
B6,ISP -> PBI,80,-16.0,1136.0,33.75,0.0,"10,11,12"
B6,JAX -> FLL,1116,-26.0,449.0,14.44,0.0161,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JAX -> JFK,1552,-23.0,1268.0,23.37,0.0296,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> ABQ,510,-14.0,321.0,30.76,0.0157,"10,2,3,4,5,6,7,8,9"
B6,JFK -> ATL,1874,-14.0,603.0,22.71,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> AUS,600,-15.0,414.0,16.62,0.01,"1,10,2,3,4,5,6,7,8,9"
B6,JFK -> BNA,1000,-15.0,325.0,13.82,0.03,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> BOS,5194,-23.0,829.0,24.79,0.0223,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> BTV,12,-10.0,50.0,20.17,0.0,1
B6,JFK -> BZN,126,-17.0,141.0,9.95,0.0159,"1,12,2,3,6,7,8,9"
B6,JFK -> DEN,1132,-16.0,372.0,18.67,0.0106,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> IAH,752,-17.0,258.0,15.15,0.0133,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> MCI,328,-16.0,248.0,21.67,0.0061,"1,2,3,4,5,6"
B6,JFK -> MCO,5160,-19.0,724.0,23.88,0.0186,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> MIA,1932,-16.0,417.0,22.22,0.028,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> MSY,1012,-20.0,563.0,14.55,0.0119,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> ORD,1066,-17.0,326.0,17.48,0.0225,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> PHX,858,-13.0,385.0,23.62,0.014,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> PSP,158,-13.0,342.0,21.78,0.0127,"1,2,3,4"
B6,JFK -> PWM,674,-17.0,314.0,18.51,0.0475,"10,5,6,7,8,9"
B6,JFK -> SAV,826,-15.0,353.0,12.62,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> SEA,600,-14.0,246.0,14.51,0.01,"1,10,2,3,4,5,6,7,8,9"
B6,JFK -> SFO,3228,-17.0,406.0,15.6,0.0043,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> SJC,68,-6.0,169.0,33.97,0.0,"3,4"
B6,JFK -> SJU,4422,-22.0,489.0,25.1,0.0131,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> SLC,934,-16.0,278.0,18.44,0.0171,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> SRQ,736,-17.0,322.0,14.22,0.0326,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,JFK -> TPA,2078,-14.0,567.0,20.11,0.0279,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,LAS -> FLL,860,-22.0,1041.0,22.99,0.0047,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,LAS -> JFK,2870,-23.0,1383.0,19.04,0.0091,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,LAS -> LAX,334,-27.0,325.0,21.98,0.012,"1,2,3,4,5,6"
B6,LAX -> BDL,226,-11.0,424.0,15.81,0.0,"10,6,7,8,9"
B6,LAX -> EWR,1814,-20.0,428.0,7.41,0.0066,"1,10,2,3,4,5,6,7,8,9"
B6,LAX -> JFK,6600,-21.0,544.0,7.58,0.0045,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,LAX -> SLC,898,-18.0,322.0,10.01,0.0,"1,10,2,3,4,5,6,7,8,9"
B6,LGA -> ACK,324,-15.0,187.0,1.81,0.0123,"10,5,6,7,8,9"
B6,LGA -> ATL,2130,-18.0,517.0,19.38,0.0225,"1,10,2,3,4,5,6,7,8,9"
B6,LGA -> BNA,6,0.0,2.0,1.33,0.0,1
B6,LGA -> BOS,4718,-22.0,937.0,12.99,0.0292,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,LGA -> CHS,6,-16.0,-7.0,-11.33,0.0,1
B6,LGA -> DEN,184,-15.0,267.0,12.85,0.0,"1,2,3"
B6,LGA -> FLL,3534,-19.0,604.0,22.01,0.0147,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,LGA -> MCO,3226,-20.0,833.0,21.63,0.0229,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,LGA -> MVY,204,-15.0,334.0,16.25,0.0588,"10,6,7,8,9"
B6,LGA -> PBI,2518,-19.0,553.0,21.6,0.0167,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCI -> JFK,328,-17.0,1180.0,29.03,0.0061,"1,2,3,4,5,6"
B6,MCO -> BOS,4564,-21.0,980.0,22.28,0.0215,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCO -> DCA,2668,-20.0,732.0,14.77,0.0157,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCO -> EWR,2654,-20.0,322.0,22.46,0.0234,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCO -> JFK,5146,-19.0,789.0,25.74,0.0241,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCO -> LGA,3218,-20.0,858.0,24.89,0.0193,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCO -> ORH,676,-15.0,285.0,11.42,0.0118,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCO -> PSE,760,-18.0,326.0,20.22,0.0158,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCO -> PVD,1104,-19.0,431.0,13.08,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MCO -> PWM,56,-12.0,91.0,4.0,0.0,"10,11,12"
B6,MCO -> RDU,600,-18.0,443.0,25.03,0.01,"1,10,2,3,4,5,6,7,8,9"
B6,MCO -> RIC,1092,-19.0,343.0,14.3,0.0092,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,MIA -> BDL,218,-21.0,233.0,12.7,0.0092,"1,2,3,4"
