Compagnia,Tratta,Voli,Min,Max,Medio,Cancellazioni,Mesi
9E,ATL -> HSV,890,-15.0,268.0,5.64,0.018,"1,10,11,12,2,3,4,5,6,8"
9E,ATL -> JAN,498,-12.0,110.0,2.03,0.004,"1,10,11,12,2,9"
9E,ATL -> LEX,414,-20.0,256.0,5.92,0.0,"1,11,12,2,3,4,5"
9E,ATL -> MLU,1738,-23.0,929.0,7.29,0.0092,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ATL -> MSP,2,-2.0,-2.0,-2.0,0.0,1
9E,ATL -> OKC,4,-5.0,-4.0,-4.5,0.0,"10,11"
9E,ATL -> PNS,68,-10.0,110.0,4.91,0.0,"1,12,2,3"
9E,ATL -> RDU,26,-10.0,43.0,3.17,0.0769,"6,7,8,9"
9E,ATL -> SBN,2,-5.0,-5.0,-5.0,0.0,11
9E,ATL -> SGF,1272,-19.0,630.0,6.6,0.0031,"1,10,11,12,2,3,4,5,7,8,9"
9E,ATL -> SHV,2342,-20.0,672.0,3.86,0.0154,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ATL -> TLH,1250,-18.0,356.0,5.69,0.024,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ATL -> TYS,2412,-17.0,832.0,9.57,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ATW -> DTW,42,-11.0,74.0,-2.29,0.0,"1,10,5,7"
9E,ATW -> MSP,294,-14.0,417.0,11.63,0.0,"4,5,6,7,8,9"
9E,AUS -> CVG,466,-21.0,1215.0,19.94,0.0043,"1,2,3,4,5,6,7"
9E,AUS -> MSP,2,-1.0,-1.0,-1.0,0.0,11
9E,AUS -> RDU,282,-15.0,162.0,7.88,0.0071,"1,2,3,4"
9E,AVL -> ATL,180,-28.0,213.0,9.17,0.0,"1,12,7"
9E,AVL -> LGA,1170,-27.0,965.0,10.58,0.0239,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,BDL -> LGA,472,-15.0,309.0,6.63,0.0424,"1,10,2,3,4,5,6,7,8,9"
9E,BGM -> DTW,718,-22.0,1067.0,12.46,0.0306,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,BGM -> LGA,16,-8.0,107.0,11.57,0.125,1
9E,BGR -> LGA,1808,-25.0,415.0,1.28,0.042,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,BHM -> ATL,86,-13.0,733.0,24.76,0.0465,"1,12,2,3,4,5,6,7,8,9"
9E,BHM -> DTW,268,-14.0,235.0,7.09,0.0075,"1,10,12,2,3,4,5,6,7"
9E,BMI -> ATL,1462,-16.0,578.0,7.53,0.0123,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,BNA -> LGA,974,-22.0,1199.0,24.61,0.0637,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,BOS -> CVG,14,-10.0,5.0,-3.71,0.0,1
9E,BTV -> DTW,498,-17.0,923.0,13.3,0.012,"10,11,12,5,6,7,8,9"
9E,BTV -> JFK,1414,-23.0,768.0,9.99,0.0226,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,BTV -> LGA,1654,-30.0,528.0,8.62,0.0375,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,BUF -> JFK,1652,-15.0,981.0,10.01,0.0266,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,BUF -> LGA,1776,-21.0,860.0,9.01,0.0383,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,CAE -> LGA,1088,-15.0,375.0,4.52,0.0349,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,CHO -> ATL,1732,-25.0,760.0,8.31,0.0115,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,CHS -> DTW,542,-14.0,308.0,11.42,0.0185,"10,11,12,6,7,8"
9E,CHS -> LGA,1474,-16.0,733.0,13.05,0.0543,"1,11,12,2,3,4,5,6,7,8,9"
9E,CHS -> MSP,26,-5.0,179.0,28.85,0.0,12
9E,CID -> ATL,6,1.0,95.0,47.67,0.0,1
9E,CID -> DTW,2,-10.0,-10.0,-10.0,0.0,10
9E,CLE -> LGA,2044,-25.0,1126.0,18.07,0.0421,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,CLT -> JFK,2768,-20.0,975.0,16.45,0.0426,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,CLT -> MSP,40,-6.0,117.0,8.9,0.0,"10,11,12,6,7"
9E,CMH -> DTW,94,-13.0,266.0,14.32,0.0,"1,12,4,5,9"
9E,CMH -> JFK,10,-8.0,22.0,0.6,0.0,"10,12"
9E,CMH -> MSP,356,-13.0,348.0,10.14,0.0056,"1,11,12,3,4,5,6,8,9"
9E,CRW -> ATL,360,-20.0,117.0,1.87,0.0,"1,10,11,12,3,4,9"
9E,CSG -> ATL,1190,-22.0,1206.0,9.29,0.0303,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,CVG -> AUS,466,-14.0,267.0,3.1,0.0043,"1,2,3,4,5,6,7"
9E,CVG -> BOS,14,-10.0,0.0,-4.71,0.0,1
9E,CVG -> LGA,3118,-19.0,786.0,7.35,0.025,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,CVG -> MSP,1118,-18.0,594.0,6.75,0.0036,"1,10,11,12,2,3,4,5,6,9"
9E,CVG -> RDU,302,-17.0,214.0,14.99,0.0,"1,10,2,3,4,5,6,9"
9E,CVG -> RSW,38,-10.0,36.0,-0.63,0.0,"1,12"
9E,CVG -> TPA,12,-6.0,218.0,32.33,0.0,12
9E,DAY -> ATL,368,-12.0,565.0,11.97,0.0054,"1,11,12,2,3,4,5,6,7,8,9"
9E,DCA -> AGS,4,-10.0,-3.0,-6.5,0.0,4
9E,DCA -> DTW,104,-18.0,584.0,20.94,0.0,"1,2,3"
9E,DCA -> JFK,48,-8.0,285.0,27.67,0.0,"1,2,3,5,6"
9E,DCA -> MSP,4,-3.0,2.0,-0.5,0.0,1
9E,DHN -> ATL,1072,-24.0,959.0,7.98,0.0056,"1,10,11,12,2,3,4,5,6,9"
9E,DLH -> MSP,378,-16.0,247.0,8.13,0.0106,"4,5,6,7,8,9"
9E,DSM -> ATL,8,1.0,1279.0,363.0,0.0,"11,12"
9E,DSM -> DTW,1886,-19.0,456.0,5.65,0.0117,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DSM -> MSP,2034,-25.0,440.0,6.35,0.0108,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> AZO,26,-15.0,1.0,-5.54,0.0,1
9E,DTW -> BDL,244,-14.0,160.0,3.02,0.0082,"1,10,2,3,4,5,6,7"
9E,DTW -> BGM,718,-21.0,620.0,5.09,0.0279,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> BHM,266,-10.0,145.0,6.55,0.0075,"1,12,2,3,4,5,6,7"
9E,DTW -> CHA,646,-17.0,177.0,1.74,0.0062,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> CHS,542,-13.0,631.0,11.05,0.0185,"10,11,12,6,7,8"
9E,DTW -> CLT,302,-14.0,278.0,1.79,0.0,"1,11,12,2,3,4,5,6,9"
9E,DTW -> DSM,1886,-21.0,668.0,5.28,0.0106,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> GRR,94,-14.0,143.0,1.02,0.0213,"1,11,2,3,4,5,6,7,8"
9E,DTW -> GSP,674,-18.0,711.0,2.28,0.0059,"10,11,12,4,5,6,7,8,9"
9E,DTW -> HPN,72,-13.0,40.0,-0.09,0.0278,"1,2,3,6"
9E,DTW -> HSV,290,-16.0,147.0,4.1,0.0069,"1,2,3,4,5,6,7"
9E,DTW -> JFK,1560,-18.0,339.0,5.4,0.0064,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> LAN,290,-17.0,373.0,15.11,0.0207,"1,10,2,3,7,8,9"
9E,DTW -> LGA,14,-5.0,116.0,14.0,0.0,"1,10,12"
9E,DTW -> MBS,192,-14.0,221.0,4.9,0.0,"4,5,6,7,8"
9E,DTW -> MDT,120,-10.0,75.0,1.23,0.0,"1,2,3,4,5,6"
9E,DTW -> MQT,242,-16.0,151.0,4.44,0.0248,"1,2,3,5,6"
9E,DTW -> MSN,260,-12.0,177.0,2.73,0.0154,"1,10,12,6,7,8,9"
9E,DTW -> PHL,300,-12.0,261.0,3.63,0.0,"1,11,12,2,3"
9E,DTW -> PIT,768,-15.0,296.0,9.37,0.013,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> PWM,182,-14.0,64.0,1.74,0.022,"1,11,2,3,8"
9E,DTW -> SDF,142,-15.0,920.0,13.03,0.0141,"1,10,2,4,5,8"
9E,DTW -> STL,178,-12.0,112.0,2.01,0.0,"1,3,4,5"
9E,DTW -> SYR,1040,-14.0,229.0,5.1,0.0154,"1,10,11,2,3,4,5,6,7,8,9"
9E,DTW -> TYS,1130,-16.0,351.0,5.37,0.0106,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,DTW -> XNA,84,-16.0,150.0,3.05,0.0,"11,12"
9E,EVV -> ATL,1408,-19.0,425.0,3.02,0.0099,"1,10,11,12,2,3,6,7,8,9"
9E,FAR -> MSP,448,-21.0,250.0,5.26,0.0045,"1,10,11,2,3,4,5,6,7,8,9"
9E,FLL -> RDU,30,-9.0,101.0,15.13,0.0,"1,12"
9E,FWA -> ATL,342,-14.0,365.0,12.56,0.0292,"1,2,3"
9E,FWA -> DTW,2,-10.0,-10.0,-10.0,0.0,11
9E,GNV -> ATL,244,-20.0,332.0,7.64,0.0082,"1,11,12,3,4,6,7,8"
9E,GNV -> AUS,2,-6.0,-6.0,-6.0,0.0,11
9E,GPT -> ATL,110,-22.0,169.0,5.62,0.0,"1,11,12,4"
9E,GRB -> DTW,28,-12.0,-3.0,-6.86,0.0,1
9E,GRB -> JAX,2,-8.0,-8.0,-8.0,0.0,10
9E,GSO -> ATL,202,-15.0,425.0,10.24,0.0198,"1,10,11,12,2,3,4,9"
9E,GSO -> DTW,954,-16.0,267.0,3.89,0.0126,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,GSP -> ATL,150,-13.0,158.0,6.49,0.0133,"1,11,12,3,4,6,7,8,9"
9E,GSP -> DTW,674,-18.0,236.0,7.23,0.0059,"10,11,12,4,5,6,7,8,9"
9E,GSP -> LGA,1942,-19.0,838.0,7.63,0.0278,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,GTR -> ATL,1464,-18.0,384.0,2.36,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,HPN -> DTW,72,-15.0,16.0,-3.26,0.0278,"1,2,3,6"
9E,IAD -> DTW,296,-14.0,208.0,3.01,0.0,"1,12,2,3,4"
9E,IAD -> JFK,352,-13.0,401.0,9.03,0.0057,"1,10,11,12,2,3,4,9"
9E,IAD -> MSP,128,-20.0,50.0,-6.63,0.0,"1,10,11,9"
9E,ICT -> MSP,24,-5.0,3.0,-1.5,0.0,12
9E,ILM -> ATL,1092,-20.0,490.0,9.3,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ILM -> LGA,1532,-19.0,842.0,5.61,0.0326,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,IND -> DTW,1046,-16.0,1090.0,10.67,0.0019,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,IND -> JFK,1900,-19.0,826.0,6.24,0.0432,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,IND -> LGA,1538,-21.0,847.0,5.99,0.0169,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,IND -> MSP,348,-20.0,134.0,2.1,0.0,"10,11,12,3,4,5,6"
9E,JAN -> ATL,496,-13.0,900.0,5.64,0.004,"1,10,11,12,2,9"
9E,JAX -> DTW,2,-2.0,-2.0,-2.0,0.0,10
9E,JAX -> LGA,886,-28.0,1161.0,9.25,0.0158,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> BTV,1414,-30.0,873.0,6.39,0.0297,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> BUF,1650,-26.0,451.0,3.45,0.0242,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> CLE,1342,-18.0,787.0,5.88,0.0298,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> CMH,6,-6.0,-3.0,-5.0,0.0,10
9E,JFK -> CVG,2072,-17.0,965.0,9.2,0.0261,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> DCA,48,-11.0,291.0,30.25,0.0,"1,2,3,5,6"
9E,JFK -> DFW,4,20.0,112.0,66.0,0.0,12
9E,JFK -> IAD,350,-13.0,208.0,0.67,0.0057,"1,10,11,12,2,3,4,9"
9E,JFK -> IND,1900,-16.0,819.0,10.4,0.0389,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> MCI,898,-18.0,765.0,5.14,0.0245,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> MKE,226,-16.0,196.0,3.48,0.0177,"2,3,4,5,6"
9E,JFK -> ORD,120,-10.0,124.0,3.23,0.0,"3,4"
9E,JFK -> PWM,610,-20.0,580.0,9.29,0.0361,"1,12,2,3,4,5,6,7,8,9"
9E,JFK -> RDU,3360,-19.0,1023.0,11.46,0.0321,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> ROC,1778,-18.0,580.0,10.44,0.0562,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> SAV,1876,-16.0,994.0,10.51,0.0373,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,JFK -> SYR,1630,-24.0,690.0,6.41,0.0429,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LAN -> DTW,292,-19.0,292.0,6.64,0.0205,"1,10,2,3,7,8,9"
9E,LFT -> ATL,1604,-23.0,1185.0,6.12,0.0125,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> AVL,1170,-20.0,426.0,3.07,0.0188,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> BTV,1654,-22.0,801.0,10.04,0.0363,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> CHO,1836,-19.0,999.0,7.0,0.0436,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> CHS,1472,-19.0,394.0,9.12,0.053,"1,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> CLT,3012,-19.0,461.0,5.69,0.0412,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> DAY,596,-20.0,281.0,6.97,0.047,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> DSM,1260,-20.0,961.0,9.82,0.0365,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> DTW,14,-15.0,47.0,3.29,0.0,"1,12,4"
9E,LGA -> GRR,1572,-17.0,757.0,11.33,0.0471,"1,10,11,2,3,4,5,6,7,8,9"
9E,LGA -> GSO,1956,-20.0,372.0,7.13,0.0337,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> IND,1532,-16.0,804.0,7.71,0.0196,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> JAX,874,-15.0,411.0,6.06,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> MCI,1466,-16.0,607.0,7.71,0.0477,"1,2,3,4,5,6,7,8,9"
9E,LGA -> MKE,1348,-19.0,314.0,4.33,0.0193,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> MSN,494,-18.0,392.0,13.37,0.0567,"10,11,12,2,3,5,6,7,8,9"
9E,LGA -> MSP,4,10.0,59.0,34.5,0.0,"12,4"
9E,LGA -> MYR,1090,-19.0,832.0,8.18,0.0367,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> PIT,1262,-17.0,505.0,6.98,0.0412,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> RIC,1950,-18.0,424.0,7.97,0.0359,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> SBN,14,-10.0,47.0,6.57,0.0,"10,11,12,9"
9E,LGA -> STL,2644,-19.0,1113.0,6.5,0.0386,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,LGA -> TUL,220,-16.0,153.0,9.98,0.0,"10,11,12,9"
9E,LGA -> TVC,144,-14.0,638.0,22.03,0.0139,"5,6,7,8,9"
9E,LGA -> XNA,620,-15.0,351.0,1.96,0.0032,"10,11,12,4,5,6,7,8,9"
9E,LIT -> ATL,168,-14.0,254.0,15.18,0.0119,"1,10,11,12,2,3,4,6,7,8,9"
9E,LIT -> LGA,402,-15.0,487.0,11.07,0.0149,"1,10,11,12,2,3,6,7,8,9"
9E,MBS -> DTW,192,-20.0,104.0,-1.47,0.0,"4,5,6,7,8"
9E,MDT -> ATL,454,-20.0,411.0,10.27,0.0132,"1,11,12,2,3,4,5"
9E,MEM -> ATL,16,-5.0,18.0,0.25,0.0,12
9E,MEM -> LGA,1194,-16.0,1246.0,8.74,0.0369,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MGM -> ATL,1844,-18.0,1138.0,10.26,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MIA -> RDU,30,-8.0,112.0,29.53,0.0,"1,12"
9E,MKE -> MSP,216,-15.0,173.0,3.48,0.0093,"1,10,11,12,7,8,9"
9E,MLI -> ATL,1456,-19.0,460.0,8.38,0.0206,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSN -> LGA,494,-39.0,381.0,3.24,0.0405,"10,11,12,2,3,5,6,7,8,9"
9E,MSN -> MSP,690,-19.0,706.0,8.42,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSP -> ATW,296,-12.0,349.0,9.45,0.0,"4,5,6,7,8,9"
9E,MSP -> BDL,16,-10.0,20.0,0.0,0.0,"12,3,4,6,7"
9E,MSP -> CHS,26,-5.0,147.0,20.46,0.0,12
9E,MSP -> CID,310,-18.0,153.0,-1.05,0.0,"1,10,11,4,5,9"
9E,MSP -> CLE,524,-14.0,250.0,5.49,0.0,"1,10,11,12,2,3,4,5,6,8"
9E,MSP -> CVG,1138,-21.0,435.0,4.89,0.0035,"1,10,11,12,2,3,4,5,6,9"
9E,MSP -> CWA,1462,-14.0,855.0,14.02,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSP -> DCA,4,-3.0,2.0,-0.5,0.0,1
9E,MSP -> DLH,378,-10.0,259.0,7.37,0.0106,"4,5,6,7,8,9"
9E,MSP -> FAR,448,-12.0,279.0,6.84,0.0045,"1,10,11,2,3,4,5,6,7,8,9"
9E,MSP -> FSD,702,-11.0,189.0,4.61,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSP -> FWA,124,-15.0,740.0,23.98,0.0484,"1,2,3"
9E,MSP -> GRB,114,-9.0,197.0,2.37,0.0,"1,4,5"
9E,MSP -> ICT,26,-6.0,41.0,2.15,0.0,12
9E,MSP -> IND,348,-14.0,90.0,-0.04,0.0,"10,11,12,3,4,5,6"
9E,MSP -> MCI,18,-8.0,0.0,-4.44,0.0,"10,11"
9E,MSP -> MDT,4,-5.0,-2.0,-3.5,0.0,11
9E,MSP -> MEM,360,-14.0,97.0,3.59,0.0167,"1,11,12,3,4,6,7,8"
9E,MSP -> MKE,216,-12.0,190.0,3.91,0.0093,"1,10,11,12,7,8,9"
9E,MSP -> MSN,688,-15.0,268.0,6.81,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,MSP -> ORD,22,-9.0,18.0,0.09,0.0,"1,10,11"
9E,MSP -> RIC,416,-15.0,797.0,20.17,0.0192,"10,12,4,5,6,7,8,9"
9E,MSP -> RST,486,-15.0,557.0,13.98,0.0206,"1,10,12,2,3,4,6,7,8,9"
9E,MSP -> SAV,58,-5.0,130.0,18.79,0.0,"11,12"
9E,MSP -> STL,144,-12.0,76.0,2.31,0.0,"1,10,11,12,3,4,7,8"
9E,MSP -> SYR,242,-11.0,745.0,22.7,0.0165,"5,6,7,8,9"
9E,MSP -> TVC,56,-10.0,60.0,-2.21,0.0,"10,9"
9E,MSY -> DTW,4,-9.0,-5.0,-7.0,0.0,1
9E,OKC -> CAE,2,174.0,174.0,174.0,0.0,10
9E,OMA -> LGA,468,-16.0,805.0,21.01,0.0513,"1,10,2,3,4,5,6,7,8,9"
9E,OMA -> MSP,384,-14.0,244.0,1.84,0.0156,"1,10,11,12,6,7,8,9"
9E,ORF -> LGA,1378,-20.0,934.0,13.97,0.0363,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,PIT -> DTW,770,-18.0,290.0,8.17,0.013,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,PNS -> LGA,462,-15.0,1107.0,19.18,0.013,"1,11,12,2,3,4,5,6,7,8,9"
9E,PVD -> DTW,668,-19.0,426.0,10.22,0.015,"1,10,11,12,2,3,4,5,6"
9E,PWM -> DTW,184,-12.0,121.0,3.93,0.0435,"1,11,2,3,8"
9E,PWM -> LGA,994,-19.0,1243.0,17.02,0.0483,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RAP -> MSP,394,-13.0,952.0,16.04,0.0,"11,12,6,7,8"
9E,RDU -> ATL,26,-14.0,298.0,52.5,0.0769,"6,7,8,9"
9E,RDU -> BNA,1060,-24.0,351.0,12.89,0.0132,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RDU -> CVG,288,-14.0,482.0,8.9,0.0,"1,2,3,4,5,6"
9E,RDU -> DCA,1888,-17.0,756.0,7.81,0.0286,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RDU -> DTW,104,-13.0,177.0,10.63,0.0,"1,2,3,4"
9E,RDU -> FLL,30,-10.0,102.0,10.73,0.0,"1,12"
9E,RDU -> MIA,30,-9.0,86.0,12.07,0.0,"1,12"
9E,RDU -> TPA,4,-9.0,-5.0,-7.0,0.0,12
9E,RIC -> DTW,588,-14.0,1052.0,7.48,0.0238,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RIC -> JFK,1112,-15.0,1093.0,13.61,0.0378,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RIC -> MSP,416,-14.0,957.0,21.86,0.0192,"10,12,4,5,6,7,8,9"
9E,ROA -> ATL,1258,-21.0,851.0,16.24,0.0143,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ROA -> LGA,654,-18.0,316.0,2.76,0.0275,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,ROC -> JFK,1778,-16.0,1188.0,13.5,0.0506,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,RST -> MSP,488,-16.0,867.0,12.97,0.0205,"1,10,12,2,3,4,6,7,8,9"
9E,RSW -> CVG,38,-22.0,78.0,7.58,0.0,"1,12"
9E,SAV -> JFK,1880,-19.0,1159.0,16.9,0.0372,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,SBN -> DTW,2,-4.0,-4.0,-4.0,0.0,12
9E,SBN -> LGA,14,-13.0,1.0,-5.43,0.0,"10,11,12,9"
9E,SBN -> TLH,2,-10.0,-10.0,-10.0,0.0,11
9E,SDF -> DTW,142,-18.0,406.0,8.3,0.0141,"1,10,2,4,5,8"
9E,SDF -> JFK,2,-6.0,-6.0,-6.0,0.0,5
9E,SGF -> ATL,1272,-18.0,351.0,6.67,0.0047,"1,10,11,12,2,3,4,5,7,8,9"
9E,SHV -> ATL,2342,-23.0,621.0,4.98,0.0162,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,STL -> LGA,2644,-20.0,844.0,5.43,0.0393,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,STL -> MSP,144,-14.0,177.0,6.88,0.0,"1,10,11,12,3,4,7,8"
9E,SYR -> DTW,1042,-24.0,337.0,5.28,0.0154,"1,10,11,2,3,4,5,6,7,8,9"
9E,TLH -> ATL,1250,-21.0,1119.0,10.26,0.024,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,TPA -> CVG,12,-3.0,290.0,103.83,0.0,12
9E,TPA -> RDU,4,-4.0,2.0,-1.0,0.0,12
9E,TUL -> ATL,302,-15.0,175.0,6.54,0.0,"1,12,2,3,4,5,6"
9E,TVC -> MSP,56,-12.0,51.0,-1.11,0.0,"10,9"
9E,TYS -> ATL,2412,-19.0,443.0,5.86,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,TYS -> DTW,1130,-17.0,348.0,-0.37,0.0088,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,VPS -> ATL,42,-5.0,83.0,20.3,0.0476,"1,10,2,3,9"
9E,XNA -> ATL,2342,-21.0,859.0,5.29,0.0068,"1,10,11,12,2,3,4,5,6,7,8,9"
9E,XNA -> LGA,620,-20.0,907.0,10.35,0.0065,"10,11,12,4,5,6,7,8,9"
AA,ABQ -> DFW,4036,-21.0,2582.0,24.41,0.0302,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ABQ -> ORD,672,-14.0,1095.0,13.06,0.006,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ABQ -> PHX,1320,-17.0,877.0,9.62,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ALB -> CLT,2206,-16.0,1498.0,21.93,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ALB -> DFW,700,-12.0,1496.0,16.09,0.0086,"1,10,11,12,2,3,4,5,6,7,8,9"
AA,ATL -> CLT,1780,-30.0,2353.0,12.63,0.0146,"1,10,11,12,2,3,4,5,6,7,8,9"
