Compagnia,Tratta,Voli,Min,Max,Medio,Cancellazioni,Mesi
B6,ORH -> FLL,644,-26.0,1312.0,25.77,0.0155,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PBI -> BDL,1044,-21.0,343.0,3.64,0.0172,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PBI -> BOS,2848,-22.0,622.0,18.75,0.0147,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PBI -> BUF,58,-17.0,147.0,3.72,0.0,"10,11,12"
B6,PBI -> EWR,1444,-22.0,977.0,26.39,0.0208,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PBI -> HPN,3650,-26.0,714.0,13.99,0.0126,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PBI -> LAX,372,-23.0,373.0,10.79,0.0,"1,10,11,12,2,3,4"
B6,PBI -> LGA,2516,-21.0,1161.0,19.5,0.0199,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PDX -> BOS,358,-19.0,1264.0,52.95,0.0112,"10,5,6,7,8,9"
B6,PHL -> BOS,2160,-31.0,315.0,6.01,0.0167,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PHX -> BOS,860,-18.0,2113.0,28.88,0.0093,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PHX -> FLL,180,-16.0,93.0,8.57,0.0,"10,11,12"
B6,PIT -> BOS,2390,-26.0,593.0,8.27,0.0176,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PQI -> BOS,234,-16.0,575.0,6.64,0.0085,"10,11,12,9"
B6,PSE -> JFK,530,-26.0,535.0,5.17,0.034,"1,12,2,3,4,5,6,7,8,9"
B6,PSE -> MCO,758,-27.0,827.0,8.97,0.0158,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,PSP -> JFK,158,-18.0,1049.0,30.13,0.0127,"1,2,3,4"
B6,PVD -> TPA,132,-19.0,429.0,10.62,0.0,"10,11,12"
B6,PWM -> JFK,674,-22.0,963.0,18.1,0.0504,"10,5,6,7,8,9"
B6,PWM -> MCO,56,-24.0,172.0,0.04,0.0,"10,11,12"
B6,RDU -> BOS,2618,-23.0,725.0,11.96,0.0138,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RDU -> FLL,778,-20.0,398.0,5.59,0.0129,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RDU -> MCO,602,-35.0,494.0,25.12,0.0166,"1,10,2,3,4,5,6,7,8,9"
B6,RDU -> SJU,708,-15.0,958.0,29.12,0.0113,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RIC -> FLL,716,-16.0,581.0,5.82,0.0056,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RNO -> JFK,244,-22.0,1614.0,74.23,0.041,"1,12,2,3,6,7,8"
B6,RNO -> LAX,304,-26.0,366.0,10.01,0.0066,"1,2,3,4,5,6"
B6,RSW -> EWR,776,-21.0,1537.0,36.47,0.0387,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RSW -> JFK,1760,-22.0,919.0,21.67,0.0375,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,RSW -> ORH,170,-21.0,151.0,11.9,0.0353,"1,10,11,12,2,3,4"
B6,RSW -> PVD,132,-28.0,414.0,2.12,0.0,"10,11,12"
B6,SAN -> BOS,1442,-19.0,1151.0,16.84,0.0028,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SAN -> FLL,620,-15.0,1227.0,42.16,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SAV -> JFK,826,-34.0,372.0,16.05,0.0121,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SFO -> FLL,1808,-16.0,665.0,16.47,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SFO -> JFK,3232,-19.0,1177.0,12.71,0.005,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJC -> BOS,252,-18.0,270.0,27.98,0.0159,"5,6,7,8,9"
B6,SJC -> JFK,68,-8.0,1183.0,83.64,0.0294,"3,4"
B6,SJU -> BDL,1310,-18.0,695.0,28.36,0.0153,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> DCA,732,-17.0,547.0,27.98,0.0027,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> EWR,1164,-20.0,613.0,27.36,0.012,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> FLL,2748,-22.0,702.0,21.77,0.0051,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> JFK,4418,-26.0,1443.0,22.67,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> RDU,712,-21.0,853.0,27.82,0.0056,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SJU -> STX,40,-13.0,160.0,16.05,0.0,12
B6,SLC -> BOS,612,-19.0,1111.0,35.57,0.0033,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SLC -> FLL,302,-21.0,964.0,30.26,0.0,"1,2,3,4,5,6"
B6,SLC -> JFK,934,-16.0,1153.0,26.95,0.015,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,SLC -> LAX,898,-25.0,1544.0,10.69,0.0022,"1,10,2,3,4,5,6,7,8,9"
B6,SLC -> MCO,302,-18.0,578.0,8.56,0.0132,"1,2,3,4,5,6"
B6,SMF -> JFK,600,-20.0,1188.0,40.78,0.01,"1,10,2,3,4,5,6,7,8,9"
B6,SRQ -> JFK,736,-25.0,311.0,15.61,0.0408,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,STX -> SJU,40,-17.0,126.0,10.75,0.0,12
B6,TLH -> FLL,596,-31.0,501.0,7.08,0.0201,"1,10,2,3,4,5,6,7,8,9"
B6,TPA -> BOS,2858,-22.0,724.0,16.32,0.0287,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,TPA -> BQN,328,-12.0,395.0,27.01,0.0122,"1,2,3,4,5,6"
B6,TPA -> EWR,1136,-19.0,778.0,25.96,0.037,"1,10,11,12,2,3,4,5,6,7,8,9"
B6,TPA -> PVD,132,-20.0,418.0,10.88,0.0,"10,11,12"
DL,ABQ -> JFK,8,-15.0,0.0,-7.75,0.0,10
DL,ABQ -> SLC,692,-24.0,600.0,-0.81,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AGS -> ATL,320,-11.0,955.0,18.33,0.0,"11,12,4"
DL,AGS -> LGA,2,20.0,20.0,20.0,0.0,4
DL,AGS -> PBI,4,-8.0,35.0,13.5,0.0,4
DL,ANC -> ATL,218,-5.0,1045.0,59.37,0.0367,"5,6,7,8,9"
DL,ANC -> MSP,1152,-19.0,1155.0,13.49,0.0087,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ANC -> SEA,3322,-23.0,1167.0,6.63,0.003,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BHM,5840,-20.0,673.0,7.62,0.0086,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BOS,7248,-21.0,879.0,12.69,0.0058,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BTV,732,-17.0,887.0,12.83,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BUF,2348,-15.0,711.0,9.24,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> BUR,414,-12.0,686.0,24.71,0.0097,"10,11,12,6,7,8,9"
DL,ATL -> BZN,726,-10.0,389.0,5.47,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> CHS,5584,-16.0,571.0,7.08,0.0072,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> CLE,4794,-16.0,786.0,8.76,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> CLT,6030,-16.0,871.0,7.37,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> COS,918,-14.0,349.0,11.11,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> CVG,4904,-16.0,727.0,7.37,0.0061,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DAB,2890,-17.0,540.0,7.33,0.0125,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DAY,2336,-16.0,275.0,4.45,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DCA,7622,-15.0,997.0,11.83,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DEN,5806,-14.0,548.0,8.34,0.0083,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> DSM,2362,-18.0,700.0,5.51,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> EGE,358,-12.0,215.0,7.97,0.0,"1,12,2,3,4"
DL,ATL -> EYW,2644,-19.0,933.0,8.69,0.0212,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> FAY,660,-14.0,280.0,4.01,0.0091,"1,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> GEG,942,-13.0,178.0,6.3,0.0106,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> GPT,2370,-20.0,970.0,8.08,0.0127,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> GRR,2724,-18.0,357.0,6.52,0.0081,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> GSO,4830,-16.0,333.0,4.83,0.0062,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> HNL,732,-12.0,463.0,10.89,0.0,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> HPN,1458,-17.0,788.0,8.2,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> IAD,4218,-13.0,638.0,10.57,0.0095,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ICT,1766,-19.0,208.0,4.18,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ILM,1460,-16.0,297.0,3.83,0.0096,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> JAN,4006,-21.0,447.0,5.49,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> JAX,7520,-13.0,490.0,10.14,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> JFK,4920,-12.0,696.0,14.35,0.0037,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> LAX,7956,-15.0,793.0,13.42,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> LEX,3690,-18.0,669.0,5.54,0.0114,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> LIT,4064,-20.0,663.0,6.05,0.0059,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MCI,4704,-18.0,673.0,8.51,0.0072,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MDW,3088,-16.0,607.0,6.32,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MEM,5746,-19.0,504.0,5.93,0.0111,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MIA,6318,-13.0,606.0,15.72,0.0066,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MLB,2784,-22.0,258.0,6.83,0.0101,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MOB,1142,-17.0,794.0,8.18,0.0123,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> MSY,6374,-18.0,919.0,10.99,0.0091,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> OAK,244,-10.0,217.0,12.18,0.0246,"10,11,6,7,8,9"
DL,ATL -> OGG,82,-7.0,282.0,17.51,0.0,"11,12"
DL,ATL -> OKC,3444,-17.0,793.0,7.76,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ONT,1834,-14.0,720.0,11.51,0.0098,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ORF,4806,-18.0,805.0,11.36,0.01,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> PDX,2528,-12.0,715.0,8.35,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> PIT,4616,-16.0,740.0,7.2,0.0078,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> PSP,248,-10.0,134.0,2.79,0.0,"1,12,2,3,4"
DL,ATL -> PVD,2008,-15.0,653.0,12.26,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> PWM,1016,-14.0,720.0,9.53,0.0118,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> RDU,7038,-14.0,368.0,7.59,0.0057,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> RIC,4960,-16.0,667.0,9.8,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> ROA,876,-18.0,631.0,7.26,0.0091,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SAN,4302,-17.0,501.0,8.32,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SAT,4536,-18.0,539.0,8.54,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SAV,5670,-15.0,571.0,7.6,0.0067,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SBA,416,-13.0,768.0,19.29,0.0096,"10,11,12,6,7,8,9"
DL,ATL -> SEA,4834,-12.0,781.0,10.27,0.0083,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SGF,804,-13.0,202.0,8.25,0.005,"10,11,12,3,4,5,6,7,8,9"
DL,ATL -> SJC,1636,-16.0,228.0,4.27,0.0098,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SJU,3278,-11.0,308.0,7.78,0.0031,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SLC,5938,-15.0,930.0,9.73,0.0061,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SNA,2022,-15.0,767.0,10.08,0.0069,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> SRQ,4318,-15.0,756.0,9.42,0.031,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> TPA,8670,-17.0,744.0,13.5,0.0171,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> TRI,304,-13.0,114.0,-1.16,0.0,"1,10,11,12,5,6"
DL,ATL -> TUS,1582,-14.0,281.0,5.98,0.0076,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATL -> XNA,1152,-18.0,552.0,9.12,0.0052,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,ATW -> ATL,574,-20.0,535.0,8.91,0.0035,"1,10,11,12,3,4,5,6,7,8,9"
DL,ATW -> MSP,76,-12.0,405.0,25.86,0.0526,"7,8,9"
DL,AUS -> ATL,5832,-28.0,1104.0,10.82,0.0103,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> BOS,1450,-19.0,902.0,20.25,0.0124,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> JFK,2542,-23.0,1119.0,21.94,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> LAS,732,-23.0,1083.0,20.52,0.0055,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> MCO,734,-19.0,610.0,7.62,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> SEA,1692,-20.0,865.0,11.07,0.0083,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AUS -> SLC,2418,-25.0,945.0,9.95,0.0058,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,AVL -> MSP,398,-29.0,973.0,31.47,0.0201,"1,10,11,4,5,6,7,8,9"
DL,BDL -> ATL,4052,-17.0,1017.0,8.42,0.0074,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BDL -> MSP,1770,-21.0,612.0,8.04,0.0068,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BHM -> DTW,2,20.0,20.0,20.0,0.0,10
DL,BIL -> MSP,844,-18.0,1040.0,8.53,0.0142,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BIL -> SLC,732,-20.0,471.0,1.55,0.0109,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BIS -> MSP,1260,-16.0,667.0,6.7,0.0063,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> ATL,6016,-22.0,807.0,4.84,0.0086,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> AUS,2,17.0,17.0,17.0,0.0,10
DL,BNA -> BOS,956,-34.0,1190.0,8.03,0.0105,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> DTW,2684,-27.0,1040.0,4.15,0.0097,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> EYW,2,-7.0,-7.0,-7.0,0.0,5
DL,BNA -> LAX,1732,-19.0,1031.0,6.23,0.0104,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BNA -> LGA,326,-20.0,426.0,5.65,0.0061,"10,11,12,6,7,8,9"
DL,BNA -> SLC,1862,-17.0,418.0,2.83,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOI -> ATL,948,-19.0,238.0,9.61,0.0105,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOI -> SEA,2,5.0,5.0,5.0,0.0,7
DL,BOI -> SLC,2970,-26.0,1145.0,7.71,0.0047,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> CHS,758,-17.0,232.0,3.63,0.0211,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> DEN,836,-15.0,510.0,11.82,0.0167,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> DFW,2120,-20.0,1019.0,14.07,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> DTW,3362,-18.0,577.0,11.55,0.0095,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> FLL,1614,-17.0,510.0,14.82,0.0099,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> JAX,1288,-18.0,496.0,11.21,0.0093,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> JFK,924,-17.0,385.0,9.33,0.0043,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> LAX,2246,-14.0,1099.0,21.95,0.0062,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> MSP,3676,-23.0,891.0,9.23,0.0071,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> MSY,730,-17.0,257.0,8.64,0.011,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> MYR,62,-14.0,220.0,4.67,0.0323,"5,6,7,8,9"
DL,BOS -> RDU,2990,-24.0,378.0,10.88,0.0067,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> RSW,1166,-17.0,563.0,9.55,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BOS -> SAT,92,-14.0,160.0,1.82,0.0217,"11,12"
DL,BOS -> SJU,784,-16.0,277.0,8.08,0.0026,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BTR -> ATL,1814,-20.0,695.0,7.41,0.0121,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BTR -> LAS,4,32.0,63.0,47.5,0.0,8
DL,BTV -> ATL,732,-19.0,594.0,7.35,0.0164,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BUF -> ATL,2348,-18.0,465.0,11.12,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BUF -> DTW,1428,-22.0,839.0,9.93,0.0168,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BUF -> JFK,178,-20.0,228.0,1.9,0.0112,"3,4,5,6"
DL,BUF -> MCI,2,-7.0,-7.0,-7.0,0.0,11
DL,BUF -> MSP,288,-37.0,341.0,11.49,0.0,"10,6,7,8,9"
DL,BUR -> SLC,476,-19.0,1128.0,28.88,0.0042,"10,11,12,5,6,7,8,9"
DL,BWI -> ATL,5782,-16.0,937.0,10.5,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BWI -> MSP,1836,-18.0,669.0,6.64,0.0022,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,BZN -> BOS,16,-16.0,193.0,42.13,0.0,12
DL,BZN -> JFK,16,-13.0,162.0,28.0,0.0,12
DL,CHA -> ATL,2466,-21.0,1065.0,8.52,0.0081,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CHO -> ATL,514,-17.0,497.0,9.61,0.0,"1,10,11,3,4,5,6,7,8,9"
DL,CHS -> ATL,5580,-18.0,1032.0,7.14,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CID -> ATL,730,-17.0,896.0,18.2,0.0137,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CID -> MSP,6,-8.0,-6.0,-7.33,0.0,"10,11"
DL,CID -> SEA,2,-5.0,-5.0,-5.0,0.0,10
DL,CLE -> DTW,210,-18.0,1077.0,8.41,0.0095,"1,12,2,3,4,5,6"
DL,CLT -> SLC,800,-19.0,718.0,16.42,0.0075,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CMH -> ATL,4650,-18.0,940.0,5.93,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CMH -> LAX,4,-6.0,-3.0,-4.5,0.0,12
DL,CMH -> SLC,414,-17.0,1093.0,7.48,0.0097,"10,11,12,6,7,8,9"
DL,COS -> ATL,920,-21.0,649.0,10.15,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,COS -> MSP,188,-16.0,1159.0,32.29,0.0106,"6,7,8,9"
DL,CVG -> ATL,4900,-18.0,534.0,7.02,0.0061,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> DEN,604,-17.0,319.0,3.76,0.0,"1,10,2,3,4,5,6,7,8,9"
DL,CVG -> DTW,194,-16.0,487.0,2.61,0.0,"1,12,2,3,4"
DL,CVG -> FLL,770,-17.0,275.0,6.92,0.0052,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> MCO,1426,-15.0,402.0,12.35,0.0112,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> MSP,1540,-19.0,855.0,9.91,0.0195,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> RSW,718,-16.0,485.0,15.58,0.0139,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,CVG -> TPA,714,-15.0,456.0,19.11,0.0196,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DAB -> ATL,2888,-23.0,1084.0,7.07,0.0132,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DAB -> DTW,4,-14.0,-10.0,-12.0,0.0,2
DL,DAL -> ATL,3694,-22.0,1020.0,13.12,0.0081,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DAL -> LAX,466,-19.0,458.0,6.15,0.0,"1,2,3,4,5"
DL,DAY -> ATL,2338,-28.0,1022.0,2.68,0.0103,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> DTW,3286,-22.0,979.0,10.87,0.0134,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> LAX,728,-13.0,1009.0,14.55,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> MCO,1302,-18.0,836.0,11.4,0.0169,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> MIA,732,-14.0,451.0,13.24,0.0164,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> MSP,3460,-22.0,905.0,7.63,0.0121,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DCA -> SLC,732,-15.0,358.0,10.76,0.0082,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> ATL,5804,-20.0,484.0,9.99,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> BOS,836,-17.0,596.0,14.07,0.0191,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> DTW,2584,-25.0,512.0,7.05,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> JFK,1916,-23.0,794.0,13.23,0.0136,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> LAX,2180,-20.0,915.0,12.37,0.0073,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> LGA,2096,-17.0,965.0,15.5,0.0143,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> MSP,3588,-22.0,621.0,7.37,0.0089,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DEN -> SEA,1984,-22.0,1045.0,11.08,0.004,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> CVG,4,-5.0,-3.0,-4.0,0.0,12
DL,DFW -> DTW,2794,-24.0,1152.0,16.3,0.0107,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> JFK,1458,-18.0,567.0,11.0,0.0151,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> MSP,2796,-24.0,1216.0,13.88,0.0079,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DFW -> SLC,3394,-25.0,1082.0,13.16,0.0065,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DSM -> ATL,2362,-21.0,1167.0,11.47,0.0102,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> AGS,6,-8.0,-5.0,-6.33,0.0,4
DL,DTW -> ATL,7304,-20.0,1149.0,12.79,0.0049,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> BNA,2684,-21.0,479.0,7.08,0.0097,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> BTV,16,-10.0,3.0,-6.75,0.0,"6,7"
DL,DTW -> BUF,1428,-19.0,622.0,15.44,0.0168,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> BWI,2208,-16.0,471.0,8.91,0.01,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> CHS,166,-14.0,122.0,2.73,0.0241,"1,4,5,6,7,8,9"
DL,DTW -> CVG,194,-12.0,270.0,20.35,0.0,"1,12,2,3,4"
DL,DTW -> DAB,4,-4.0,10.0,3.0,0.0,2
DL,DTW -> DEN,2588,-16.0,537.0,10.12,0.0085,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> DSM,2,-16.0,-16.0,-16.0,0.0,11
DL,DTW -> EWR,3168,-18.0,905.0,16.48,0.0114,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> FLL,3186,-13.0,461.0,13.1,0.0094,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> GRR,1224,-19.0,767.0,16.4,0.0098,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> JFK,1112,-17.0,817.0,23.54,0.0162,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> LGA,3956,-17.0,778.0,12.24,0.0116,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MCO,4114,-16.0,1106.0,18.34,0.0136,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MKE,1432,-19.0,240.0,6.38,0.007,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MSP,3798,-16.0,555.0,8.64,0.0021,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> MSY,1142,-19.0,460.0,7.52,0.0053,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> ORD,3134,-19.0,571.0,8.71,0.0057,"1,10,11,12,2,3,4,5,6,7,8,9"
DL,DTW -> PBI,870,-14.0,363.0,13.16,0.0138,"1,10,11,12,2,3,4,5,6,7,8,9"
