Compagnia,Tratta,Voli,Min,Max,Medio,Cancellazioni,Mesi
F9,BUF -> ATL,44,-20.0,305.0,26.54,0.1591,"4,5,6,7"
F9,BUF -> CLT,20,-14.0,104.0,15.11,0.05,"5,6,7"
F9,BUF -> DEN,47,-19.0,134.0,10.65,0.0213,"4,5,6,7"
F9,BUF -> MCO,182,-31.0,935.0,37.26,0.0385,"1,2,3,4,5,6,7"
F9,BUF -> PHL,10,-17.0,16.0,-7.22,0.1,6
F9,BWI -> CLE,20,-16.0,1000.0,64.74,0.05,"5,6,7"
F9,BWI -> CLT,84,-22.0,380.0,14.23,0.0595,"4,5,6,7"
F9,BWI -> DTW,48,-16.0,165.0,3.58,0.0625,"4,5,6,7"
F9,BWI -> MCO,318,-22.0,894.0,28.76,0.0094,"1,2,3,4,5,6,7"
F9,BWI -> SJU,86,-17.0,982.0,50.49,0.0581,"1,2,4,5,6"
F9,BWI -> TPA,165,-20.0,1111.0,50.88,0.0,"1,2,3,4,5,6,7"
F9,CHS -> PHL,62,-18.0,209.0,15.97,0.0161,"3,4,5,6,7"
F9,CID -> DEN,109,-27.0,880.0,18.28,0.0092,"1,2,3,4,5,6,7"
F9,CID -> MCO,15,-22.0,102.0,13.64,0.0667,"2,3"
F9,CLE -> ATL,109,-12.0,801.0,32.53,0.0092,"1,2,3,4,5,6,7"
F9,CLE -> CLT,47,-15.0,303.0,17.85,0.0213,"4,5,6,7"
F9,CLE -> DCA,1,852.0,852.0,852.0,0.0,5
F9,CLE -> LGA,84,-17.0,326.0,24.59,0.0119,"4,5,6,7"
F9,CLE -> MCO,534,-20.0,879.0,40.31,0.03,"1,2,3,4,5,6,7"
F9,CLE -> MSY,21,-17.0,235.0,23.4,0.0476,"5,6,7"
F9,CLE -> MYR,19,-17.0,178.0,21.42,0.0,"5,6,7"
F9,CLE -> RDU,73,-15.0,323.0,13.86,0.0274,"4,5,6,7"
F9,CLE -> SAV,23,-13.0,85.0,4.87,0.0,"5,6,7"
F9,CLE -> SJU,147,-18.0,393.0,14.96,0.0136,"1,2,3,4,5,6,7"
F9,CLE -> SLC,21,-10.0,71.0,11.25,0.0476,"5,6,7"
F9,CLE -> TPA,451,-36.0,600.0,21.82,0.0244,"1,2,3,4,5,6,7"
F9,CLT -> BUF,20,-11.0,119.0,21.63,0.05,"5,6,7"
F9,CLT -> CLE,47,-20.0,1005.0,32.78,0.0426,"4,5,6,7"
F9,CLT -> DEN,177,-21.0,906.0,37.49,0.0282,"1,2,3,4,5,6,7"
F9,CLT -> MCO,291,-33.0,1188.0,27.8,0.0206,"1,2,3,4,5,6,7"
F9,CLT -> PHL,377,-23.0,1176.0,38.97,0.0345,"1,2,3,4,5,6,7"
F9,CLT -> SJU,32,-3.0,1042.0,76.7,0.0625,"6,7"
F9,CMH -> MCO,54,-22.0,539.0,24.96,0.0,"1,2,3,4"
F9,CVG -> BOS,24,-15.0,9.0,-7.46,0.0,"5,6,7"
F9,CVG -> CLT,27,-20.0,206.0,7.22,0.0,"5,6,7"
F9,CVG -> DEN,184,-20.0,1305.0,32.35,0.0054,"1,2,3,4,5,6,7"
F9,CVG -> FLL,28,-20.0,75.0,2.52,0.0357,"5,6,7"
F9,CVG -> LGA,84,-12.0,342.0,34.31,0.0,"4,5,6,7"
F9,CVG -> MDW,1,61.0,61.0,61.0,0.0,3
F9,CVG -> MIA,176,-19.0,445.0,18.9,0.017,"1,2,3,4,5,6,7"
F9,CVG -> MSP,20,-10.0,101.0,13.7,0.0,"5,6"
F9,CVG -> PNS,19,-18.0,23.0,-8.95,0.0,"5,6,7"
F9,CVG -> RDU,36,-17.0,1.0,-8.69,0.0,"4,5,6,7"
F9,CVG -> RSW,263,-19.0,535.0,15.29,0.019,"1,2,3,4,5,6,7"
F9,CVG -> TPA,370,-32.0,735.0,17.0,0.0243,"1,2,3,4,5,6,7"
F9,DCA -> DEN,551,-26.0,845.0,10.45,0.0145,"1,2,3,4,5,6,7"
F9,DEN -> AUS,149,-12.0,308.0,7.68,0.0201,"1,2,3,4,5,6,7"
F9,DEN -> BNA,150,-16.0,628.0,12.64,0.02,"1,2,3,4,5,6,7"
F9,DEN -> BWI,50,-14.0,615.0,22.52,0.0,"1,4,5,6,7"
F9,DEN -> CID,109,-15.0,907.0,17.51,0.0092,"1,2,3,4,5,6,7"
F9,DEN -> CLE,111,-18.0,160.0,9.02,0.036,"1,2,3,4,5,6,7"
F9,DEN -> CLT,178,-10.0,251.0,13.79,0.0056,"1,2,3,4,5,6,7"
F9,DEN -> DCA,551,-15.0,455.0,13.07,0.0145,"1,2,3,4,5,6,7"
F9,DEN -> DFW,697,-17.0,872.0,20.73,0.0316,"1,2,3,4,5,6,7"
F9,DEN -> DSM,72,-12.0,140.0,12.14,0.0278,"1,3,4,5,6,7"
F9,DEN -> DTW,140,-17.0,367.0,11.22,0.0071,"1,2,3,4,5,6,7"
F9,DEN -> ELP,151,-14.0,205.0,15.06,0.0066,"1,2,3,4,5,6,7"
F9,DEN -> FAR,144,-18.0,533.0,6.58,0.0208,"1,2,3,4,5,6,7"
F9,DEN -> GRB,48,-14.0,226.0,14.88,0.0,"3,4,5,6,7"
F9,DEN -> GRR,63,-13.0,198.0,19.69,0.0159,"1,3,4,5,6,7"
F9,DEN -> HOU,152,-15.0,269.0,11.33,0.0329,"1,2,3,4,5,6,7"
F9,DEN -> LGA,48,-10.0,208.0,23.17,0.0208,"5,6,7"
F9,DEN -> LIT,60,-19.0,136.0,5.54,0.0167,"1,2,3,4,5,6,7"
F9,DEN -> MCI,137,-16.0,326.0,5.47,0.0073,"1,2,3,4,5,6,7"
F9,DEN -> MCO,447,-16.0,1296.0,35.34,0.0224,"1,2,3,4,5,6,7"
F9,DEN -> MDW,248,-12.0,973.0,18.75,0.0242,"1,2,3,4,5,6,7"
F9,DEN -> MIA,233,-11.0,386.0,29.4,0.0129,"1,2,3,4,5,6,7"
F9,DEN -> MSN,98,-14.0,280.0,19.91,0.0,"1,2,3,4,5,6,7"
F9,DEN -> MSP,322,-11.0,167.0,13.32,0.0155,"1,2,3,4,5,6,7"
F9,DEN -> MSY,107,-16.0,218.0,10.53,0.0187,"1,2,3,4,5,6,7"
F9,DEN -> OKC,125,-12.0,210.0,10.96,0.008,"1,2,3,4,5,6,7"
F9,DEN -> OMA,131,-14.0,291.0,15.29,0.0305,"1,2,3,4,5,6,7"
F9,DEN -> ORF,36,-9.0,218.0,13.0,0.0833,"4,5,6,7"
F9,DEN -> PHX,788,-20.0,781.0,19.63,0.0089,"1,2,3,4,5,6,7"
F9,DEN -> PNS,148,-13.0,195.0,17.12,0.0135,"1,2,3,4,5,6,7"
F9,DEN -> SAN,482,-16.0,215.0,10.43,0.027,"1,2,3,4,5,6,7"
F9,DEN -> SAV,8,-19.0,37.0,-2.0,0.0,"6,7"
F9,DEN -> SFO,289,-12.0,263.0,29.33,0.0173,"1,2,3,4,5,6,7"
F9,DEN -> SNA,155,-13.0,239.0,14.5,0.0258,"1,2,3,4,5,6,7"
F9,DEN -> STL,184,-12.0,221.0,5.83,0.0217,"1,2,3,4,5,6,7"
F9,DEN -> TPA,376,-16.0,1204.0,30.13,0.0266,"1,2,3,4,5,6,7"
F9,DFW -> CLE,69,-13.0,345.0,28.67,0.0725,"1,3,4,5,6,7"
F9,DFW -> CLT,52,-17.0,448.0,22.84,0.0192,"4,5,6,7"
F9,DFW -> DEN,696,-17.0,1066.0,34.55,0.0302,"1,2,3,4,5,6,7"
F9,DFW -> GRR,20,-13.0,199.0,21.37,0.05,"5,6,7"
F9,DFW -> HOU,1,,,,1.0,5
F9,DFW -> IAH,144,-18.0,265.0,25.68,0.0417,"4,5,6,7"
F9,DFW -> IND,37,-13.0,80.0,7.89,0.0541,"4,5,6,7"
F9,DFW -> JAX,60,-15.0,240.0,7.88,0.05,"3,4,5,6,7"
F9,DFW -> MCO,320,-16.0,1045.0,38.57,0.0313,"1,2,3,4,5,6,7"
F9,DFW -> OMA,20,-16.0,78.0,6.5,0.0,"5,6,7"
F9,DFW -> PHX,258,-20.0,936.0,29.54,0.0233,"1,2,3,4,5,6,7"
F9,DFW -> RDU,48,-11.0,291.0,21.83,0.0,"1,4,5,6,7"
F9,DFW -> RSW,34,-17.0,94.0,9.9,0.1176,"4,5,6,7"
F9,DFW -> SAN,266,-20.0,632.0,15.58,0.0226,"1,2,3,4,5,6,7"
F9,DFW -> SFO,145,-15.0,211.0,34.36,0.069,"1,2,3,4,5,6,7"
F9,DFW -> SJU,59,-10.0,168.0,31.05,0.0508,"1,5,6,7"
F9,DFW -> STL,8,-16.0,53.0,11.71,0.125,"6,7"
F9,DFW -> TPA,112,-13.0,606.0,37.66,0.0,"1,2,3,4,5,6,7"
F9,DTW -> BWI,48,-18.0,913.0,39.84,0.0625,"4,5,6,7"
F9,DTW -> LAS,81,-14.0,293.0,22.67,0.0247,"3,4,5,6,7"
F9,DTW -> MCO,238,-35.0,783.0,24.48,0.0294,"1,2,3,4,5,6,7"
F9,DTW -> PHX,193,-15.0,1072.0,37.06,0.0104,"1,2,3,4,5,6,7"
F9,DTW -> SFO,3,0.0,16.0,8.0,0.0,1
F9,ELP -> DEN,151,-18.0,958.0,18.95,0.0132,"1,2,3,4,5,6,7"
F9,ELP -> LAS,124,-21.0,317.0,18.78,0.0081,"1,2,3,4,5,6,7"
F9,ELP -> ONT,17,-20.0,87.0,-4.2,0.1176,"5,6"
F9,ELP -> SAN,18,-24.0,246.0,10.89,0.0,"5,6"
F9,FAR -> DEN,144,-23.0,503.0,7.74,0.0208,"1,2,3,4,5,6,7"
F9,FLL -> CVG,28,-13.0,99.0,8.67,0.0357,"5,6,7"
F9,FLL -> PHL,275,-18.0,737.0,22.47,0.04,"1,2,3,4,5,6,7"
F9,FLL -> SJU,18,-8.0,136.0,33.13,0.1667,"6,7"
F9,FLL -> TTN,93,-18.0,551.0,19.39,0.0108,"1,2,3,4"
F9,FSD -> DEN,105,-19.0,523.0,16.56,0.0,"1,2,3,4,5,6,7"
F9,GRB -> DEN,48,-20.0,206.0,14.35,0.0,"3,4,5,6,7"
F9,GRR -> DFW,20,-17.0,208.0,36.05,0.05,"5,6,7"
F9,GRR -> RSW,99,-25.0,522.0,20.53,0.0303,"1,2,3,4"
F9,HOU -> DEN,152,-20.0,930.0,18.23,0.0395,"1,2,3,4,5,6,7"
F9,IAH -> DEN,309,-18.0,1102.0,32.6,0.0227,"1,2,3,4,5,6,7"
F9,IAH -> MDW,47,-10.0,739.0,47.22,0.0426,"4,5,6,7"
F9,IAH -> ONT,27,-11.0,793.0,61.63,0.0,"5,6,7"
F9,IAH -> RDU,48,-10.0,184.0,20.2,0.0417,"4,5,6,7"
F9,IND -> DEN,136,-29.0,587.0,8.21,0.0074,"1,2,3,4,5,6,7"
F9,IND -> MCO,178,-28.0,855.0,23.99,0.0169,"1,2,3,4,5,6,7"
F9,IND -> MSY,17,-18.0,129.0,22.13,0.0588,"5,6,7"
F9,IND -> PHL,17,-21.0,520.0,33.67,0.1176,"5,6,7"
F9,IND -> RDU,19,-19.0,56.0,1.53,0.1053,"5,6,7"
F9,ISP -> FLL,163,-23.0,828.0,11.46,0.0184,"1,2,3,4,5,6,7"
F9,ISP -> RSW,137,-27.0,690.0,20.35,0.0219,"1,2,3,4,5"
F9,ISP -> TPA,175,-21.0,812.0,19.88,0.0229,"1,2,3,4,5,6,7"
F9,JAX -> CLE,23,-20.0,172.0,15.38,0.087,"5,6,7"
F9,JAX -> DEN,7,-19.0,22.0,-6.0,0.0,"1,2"
F9,JAX -> PHL,285,-32.0,554.0,12.74,0.0211,"1,2,3,4,5,6,7"
F9,JAX -> SJU,183,-24.0,1343.0,26.62,0.0273,"1,2,3,4,5,6,7"
F9,JFK -> MCO,1,,,,1.0,6
F9,LAS -> CLT,36,-12.0,58.0,7.33,0.0,"1,3,4"
F9,LAS -> CVG,129,-17.0,728.0,16.34,0.0078,"1,2,3,4,5,6,7"
F9,LAS -> DFW,452,-15.0,1036.0,22.51,0.0221,"1,2,3,4,5,6,7"
F9,LAS -> ELP,123,-21.0,313.0,7.72,0.0,"1,2,3,4,5,6,7"
F9,LAS -> LAX,84,-15.0,411.0,3.0,0.0,"4,5,6,7"
F9,LAS -> OKC,86,-16.0,188.0,9.38,0.0233,"1,2,3,4,5,6,7"
F9,LAS -> ORD,40,-11.0,272.0,48.62,0.075,"5,6,7"
F9,LAS -> PDX,138,-17.0,297.0,10.69,0.0362,"1,2,3,4,5,6,7"
F9,LAS -> PHL,48,-13.0,200.0,27.17,0.0,"5,6,7"
F9,LAS -> SAT,119,-13.0,170.0,15.48,0.0252,"1,2,3,4,5,6,7"
F9,LAS -> SEA,133,-13.0,679.0,19.12,0.0075,"1,2,3,4,5,6,7"
F9,LAS -> SLC,301,-19.0,795.0,10.55,0.0066,"1,2,3,4,5,6,7"
F9,LAS -> SMF,69,-12.0,292.0,12.0,0.0,"1,2,3,4,5"
F9,LAS -> STL,183,-15.0,516.0,4.45,0.0109,"1,2,3,4,5,6,7"
F9,LGA -> ATL,271,-18.0,364.0,25.17,0.0258,"1,2,3,4,5,6,7"
F9,LGA -> CLE,84,-15.0,1179.0,51.6,0.0119,"4,5,6,7"
F9,LGA -> CVG,84,-15.0,262.0,30.49,0.0119,"4,5,6,7"
F9,LGA -> DFW,162,-20.0,976.0,41.89,0.0617,"1,3,4,5,6,7"
F9,LGA -> MCO,131,-15.0,1161.0,48.61,0.0458,"1,2,3,4"
F9,LGA -> RDU,84,-11.0,223.0,24.16,0.0476,"4,5,6,7"
F9,MCI -> PHL,14,-18.0,156.0,21.67,0.1429,"5,6"
F9,MCI -> PHX,71,-18.0,184.0,6.17,0.0,"1,2,3,4"
F9,MCO -> ATL,530,-18.0,516.0,20.24,0.0321,"1,2,3,4,5,6,7"
F9,MCO -> BOS,141,-13.0,903.0,12.91,0.0071,"1,2,3,4,5,6,7"
F9,MCO -> BQN,279,-16.0,489.0,17.74,0.0072,"1,2,3,4,5,6,7"
F9,MCO -> BUF,182,-22.0,1080.0,24.49,0.033,"1,2,3,4,5,6,7"
F9,MCO -> BWI,317,-17.0,459.0,11.23,0.0032,"1,2,3,4,5,6,7"
F9,MCO -> CID,15,-20.0,124.0,20.4,0.0,"2,3"
F9,MCO -> CLE,538,-19.0,399.0,11.16,0.0186,"1,2,3,4,5,6,7"
F9,MCO -> CLT,290,-17.0,749.0,13.64,0.0138,"1,2,3,4,5,6,7"
F9,MCO -> CMH,54,-21.0,554.0,18.57,0.0,"1,2,3,4"
F9,MCO -> DEN,449,-14.0,681.0,25.08,0.02,"1,2,3,4,5,6,7"
F9,MCO -> DFW,321,-14.0,600.0,21.89,0.0343,"1,2,3,4,5,6,7"
F9,MCO -> ELP,8,-19.0,79.0,1.38,0.0,"6,7"
F9,MCO -> HOU,55,-17.0,224.0,16.21,0.0364,"1,2,3,4,5,6,7"
F9,MCO -> LGA,131,-13.0,276.0,26.11,0.0305,"1,2,3,4"
F9,MCO -> MDW,203,-15.0,328.0,17.01,0.0099,"1,2,3,4,5,6,7"
F9,MCO -> MSN,72,-24.0,246.0,18.9,0.0556,"1,2,3,4"
F9,MCO -> MSP,184,-15.0,320.0,8.45,0.0054,"1,2,3,4,5,6"
F9,MCO -> MSY,72,-15.0,538.0,21.79,0.0,"1,2,3,4,5"
F9,MCO -> ORF,37,-21.0,112.0,11.49,0.0,"1,2,3,4"
F9,MCO -> PSE,204,-19.0,261.0,11.55,0.0049,"1,2,3,4,5,6,7"
F9,MCO -> PWM,171,-19.0,414.0,9.26,0.0351,"1,2,3,4,5,6,7"
F9,MCO -> SJU,730,-16.0,983.0,21.07,0.0096,"1,2,3,4,5,6,7"
F9,MCO -> STL,194,-20.0,270.0,8.48,0.0103,"1,2,3,4,5,6,7"
F9,MCO -> SYR,143,-18.0,217.0,5.22,0.0,"1,2,3,4,5,6,7"
F9,MCO -> TTN,380,-20.0,553.0,11.19,0.0211,"1,2,3,4,5,6,7"
F9,MDW -> ATL,226,-15.0,1194.0,26.74,0.031,"1,2,3,4,5,6,7"
F9,MDW -> BWI,40,-14.0,421.0,30.9,0.0,"4,5,6,7"
F9,MDW -> DFW,293,-17.0,487.0,15.75,0.0205,"1,2,3,4,5,6,7"
F9,MDW -> IAH,47,-15.0,240.0,14.59,0.0213,"4,5,6,7"
F9,MDW -> LAS,153,-23.0,412.0,37.7,0.0261,"1,2,3,4,5,6,7"
F9,MDW -> MCO,202,-21.0,784.0,39.72,0.0198,"1,2,3,4,5,6,7"
F9,MDW -> MIA,154,-16.0,925.0,46.2,0.026,"1,2,3,4,5,6,7"
F9,MDW -> RDU,36,-14.0,195.0,8.08,0.0,"4,5,6,7"
F9,MDW -> SFO,66,-16.0,170.0,26.69,0.0303,"1,4,5,6,7"
F9,MDW -> SJU,50,-32.0,89.0,5.98,0.06,"1,2"
F9,MDW -> TPA,139,-18.0,647.0,29.25,0.036,"1,2,3,4,5,6,7"
F9,MEM -> DEN,68,-16.0,496.0,16.31,0.0147,"1,2,3,4,5,6,7"
F9,MIA -> ATL,336,-22.0,916.0,23.76,0.0208,"1,2,3,4,5,6,7"
F9,MIA -> CVG,176,-21.0,476.0,8.98,0.017,"1,2,3,4,5,6,7"
F9,MIA -> MDW,154,-20.0,659.0,25.77,0.026,"1,2,3,4,5,6,7"
F9,MIA -> PHL,244,-16.0,1060.0,29.93,0.0082,"1,2,3,4,5,6,7"
F9,MIA -> SJU,299,-18.0,241.0,9.22,0.0201,"1,2,3,4,5,6,7"
F9,MKE -> DEN,89,-24.0,740.0,13.87,0.0337,"1,2,3,4,5,6,7"
F9,MKE -> LAS,42,-16.0,969.0,25.78,0.0238,"1,2,3,4,5"
F9,MKE -> PHL,21,-20.0,57.0,-2.15,0.0476,"5,6,7"
F9,MSN -> MCO,72,-35.0,247.0,14.28,0.0694,"1,2,3,4"
F9,MSP -> DEN,323,-22.0,280.0,11.5,0.0248,"1,2,3,4,5,6,7"
F9,MSP -> DFW,41,-12.0,369.0,45.1,0.0244,"4,5,6,7"
F9,MSP -> PHX,143,-20.0,572.0,18.94,0.0,"1,2,3,4,5,6,7"
F9,MSP -> RSW,100,-20.0,1040.0,20.77,0.04,"1,2,3,4"
F9,MSY -> ATL,67,-14.0,163.0,7.98,0.0597,"2,3,4,5,6,7"
F9,MSY -> CMH,18,-17.0,134.0,13.35,0.0556,"5,6,7"
F9,MSY -> IND,17,-24.0,189.0,9.2,0.1176,"5,6,7"
F9,MSY -> PHL,156,-26.0,1111.0,25.39,0.0513,"1,2,3,4,5,6,7"
F9,MYR -> ISP,84,-24.0,270.0,21.21,0.0238,"4,5,6,7"
F9,OKC -> DEN,125,-24.0,1117.0,15.3,0.008,"1,2,3,4,5,6,7"
F9,OKC -> LAS,86,-25.0,223.0,7.61,0.0349,"1,2,3,4,5,6,7"
F9,OMA -> DEN,131,-24.0,727.0,27.06,0.0305,"1,2,3,4,5,6,7"
F9,OMA -> DFW,20,-7.0,203.0,35.26,0.05,"5,6,7"
F9,OMA -> LAS,68,-19.0,155.0,12.32,0.0,"1,2,3,4,5,6"
F9,ONT -> DFW,227,-17.0,1070.0,16.34,0.0176,"1,2,3,4,5,6,7"
F9,ONT -> MCO,4,-10.0,-5.0,-7.25,0.0,1
F9,ONT -> SLC,83,-20.0,169.0,5.94,0.0602,"4,5,6,7"
F9,ORD -> ATL,182,-15.0,1040.0,36.86,0.022,"1,2,3,4,5,6,7"
F9,ORD -> BNA,21,-15.0,86.0,9.0,0.0,"5,6,7"
F9,ORD -> CLT,35,-12.0,443.0,29.4,0.0,"4,5,6,7"
F9,ORD -> IAH,27,-8.0,142.0,18.22,0.0,"5,6,7"
F9,ORD -> LAS,40,-8.0,1047.0,91.81,0.075,"5,6,7"
F9,ORD -> PHL,41,-12.0,979.0,37.75,0.0244,"5,6,7"
F9,ORD -> RDU,36,-13.0,934.0,50.49,0.0278,"4,5,6,7"
F9,ORF -> DEN,36,-16.0,534.0,24.21,0.0833,"4,5,6,7"
F9,ORF -> MCO,37,-30.0,223.0,11.03,0.0,"1,2,3,4"
F9,ORF -> PHL,12,-25.0,53.0,0.5,0.0,"6,7"
F9,PBI -> TTN,186,-25.0,358.0,22.24,0.0269,"1,2,3,4,5"
F9,PDX -> DFW,42,-9.0,1139.0,92.56,0.0714,"4,5,6,7"
F9,PDX -> LAS,138,-16.0,278.0,18.88,0.0435,"1,2,3,4,5,6,7"
F9,PDX -> SFO,84,-17.0,298.0,50.16,0.0238,"4,5,6,7"
F9,PDX -> SLC,21,-11.0,133.0,27.38,0.0,"5,6,7"
F9,PHL -> CHS,61,-12.0,218.0,21.07,0.0,"3,4,5,6,7"
F9,PHL -> CLE,84,-18.0,648.0,13.49,0.0119,"4,5,6,7"
F9,PHL -> FLL,276,-14.0,355.0,17.68,0.0145,"1,2,3,4,5,6,7"
F9,PHL -> MCI,14,-10.0,132.0,16.83,0.1429,"5,6"
F9,PHL -> MIA,243,-20.0,1009.0,37.39,0.0082,"1,2,3,4,5,6,7"
F9,PHL -> MKE,21,-17.0,65.0,-0.62,0.0,"5,6,7"
F9,PHL -> MSP,39,-12.0,387.0,42.71,0.0256,"5,6,7"
F9,PHL -> PBI,245,-21.0,340.0,14.28,0.0204,"1,2,3,4,5,6,7"
F9,PHL -> PIT,84,-18.0,223.0,7.42,0.0833,"5,6,7"
F9,PHL -> PNS,17,-14.0,250.0,20.0,0.0588,"5,6,7"
F9,PHL -> PWM,24,-9.0,152.0,27.0,0.125,"5,6,7"
F9,PHL -> SAV,45,-14.0,149.0,14.53,0.0,"3,4,5,6,7"
F9,PHL -> SJU,387,-14.0,1286.0,24.32,0.0181,"1,2,3,4,5,6,7"
F9,PHL -> TPA,445,-17.0,575.0,20.17,0.0292,"1,2,3,4,5,6,7"
F9,PHL -> TTN,3,0.0,1157.0,578.5,0.3333,"1,2,5"
F9,PHL -> TYS,21,-27.0,52.0,-0.43,0.0,"5,6,7"
F9,PHX -> ATL,85,-10.0,229.0,18.04,0.0,"1,3,4,5,6,7"
F9,PHX -> BWI,3,-11.0,30.0,4.33,0.0,1
F9,PHX -> CLE,228,-13.0,368.0,8.37,0.0132,"1,2,3,4,5,6,7"
F9,PHX -> DFW,260,-14.0,918.0,20.67,0.0192,"1,2,3,4,5,6,7"
F9,PHX -> IAH,144,-12.0,304.0,13.39,0.0,"1,2,3,4,5,6,7"
F9,PHX -> LAS,597,-15.0,643.0,19.97,0.0134,"1,2,3,4,5,6,7"
F9,PHX -> LAX,84,-14.0,98.0,-2.8,0.0,"4,5,6,7"
F9,PHX -> MCI,71,-18.0,211.0,6.55,0.0,"1,2,3,4"
F9,PHX -> MCO,141,-12.0,1002.0,29.01,0.0,"1,2,3,4,5,6,7"
F9,PHX -> MDW,163,-12.0,236.0,8.71,0.0123,"1,2,3,4,5,6,7"
F9,PHX -> ORD,161,-11.0,279.0,31.82,0.0186,"1,2,3,4,5,6,7"
F9,PHX -> SAN,367,-17.0,286.0,11.68,0.0,"1,2,3,4,5,6,7"
F9,PHX -> SFO,277,-13.0,568.0,39.89,0.0072,"1,2,3,4,5,6,7"
F9,PHX -> SLC,357,-20.0,505.0,9.07,0.0056,"1,2,3,4,5,6,7"
F9,PIT -> DEN,36,-15.0,141.0,5.72,0.0,"4,5,6,7"
F9,PIT -> DFW,19,-11.0,237.0,33.44,0.0526,"5,6"
F9,PIT -> MCO,26,-26.0,305.0,32.58,0.0769,"1,2,3,4"
F9,PIT -> RDU,27,-10.0,136.0,20.58,0.1111,"5,6,7"
F9,PNS -> CLE,19,-26.0,179.0,11.79,0.0,"5,6,7"
F9,PNS -> CVG,19,-20.0,46.0,-4.37,0.0,"5,6,7"
F9,PWM -> MCO,171,-35.0,397.0,14.05,0.0468,"1,2,3,4,5,6,7"
F9,PWM -> PHL,24,-21.0,139.0,12.52,0.0417,"5,6,7"
F9,PWM -> RDU,21,-20.0,94.0,3.4,0.0476,"5,6,7"
F9,RDU -> CVG,36,-18.0,78.0,1.19,0.0,"4,5,6,7"
F9,RDU -> DFW,48,-16.0,311.0,28.67,0.0417,"1,4,5,6,7"
F9,RDU -> DTW,48,-17.0,168.0,5.16,0.0625,"5,6,7"
F9,RDU -> IND,19,-12.0,119.0,18.63,0.0,"5,6,7"
F9,RDU -> LGA,84,-13.0,119.0,26.87,0.0,"4,5,6,7"
F9,RDU -> MDW,35,-29.0,730.0,35.06,0.0286,"4,5,6,7"
F9,RDU -> MIA,82,-21.0,534.0,19.45,0.0488,"4,5,6,7"
F9,RDU -> ORD,37,-17.0,1113.0,109.8,0.0541,"4,5,6,7"
F9,RDU -> PWM,21,-17.0,112.0,1.11,0.0952,"5,6,7"
F9,RSW -> CLE,320,-20.0,576.0,22.92,0.0219,"1,2,3,4,5,6,7"
F9,RSW -> CVG,264,-28.0,393.0,16.06,0.0265,"1,2,3,4,5,6,7"
F9,RSW -> DFW,34,-20.0,84.0,10.87,0.1176,"4,5,6,7"
F9,RSW -> DTW,96,-19.0,218.0,13.76,0.0,"1,2,3,4"
F9,RSW -> GRR,99,-15.0,376.0,19.05,0.0404,"1,2,3,4"
F9,RSW -> ISP,137,-21.0,517.0,19.7,0.0146,"1,2,3,4,5"
F9,RSW -> PHL,251,-24.0,997.0,29.47,0.0199,"1,2,3,4,5,6,7"
F9,RSW -> SJU,7,-10.0,198.0,30.14,0.0,6
F9,SAN -> DEN,483,-17.0,342.0,12.27,0.0166,"1,2,3,4,5,6,7"
F9,SAN -> DFW,266,-20.0,610.0,20.53,0.0226,"1,2,3,4,5,6,7"
F9,SAN -> ELP,19,-22.0,101.0,0.74,0.0,"5,6"
F9,SAN -> LAS,348,-20.0,1123.0,33.04,0.023,"1,2,3,4,5,6,7"
F9,SAN -> SFO,84,-18.0,262.0,33.15,0.0238,"4,5,6,7"
F9,SAT -> ATL,4,-3.0,79.0,39.5,0.0,1
F9,SAT -> DEN,94,-14.0,668.0,23.24,0.0213,"1,2,3,4,5,6,7"
F9,SAV -> CLE,23,-35.0,125.0,3.48,0.0,"5,6,7"
F9,SAV -> DEN,8,-20.0,-1.0,-11.75,0.0,"6,7"
F9,SAV -> PHL,45,-22.0,131.0,9.02,0.0,"3,4,5,6,7"
F9,SEA -> DEN,226,-12.0,992.0,29.81,0.0221,"1,2,3,4,5,6,7"
F9,SFO -> DEN,289,-15.0,996.0,42.0,0.0242,"1,2,3,4,5,6,7"
F9,SFO -> DFW,142,-13.0,901.0,52.01,0.0775,"1,2,3,4,5,6,7"
F9,SFO -> DTW,3,-9.0,-1.0,-4.33,0.0,1
F9,SFO -> MDW,66,-10.0,198.0,38.94,0.0,"1,4,5,6,7"
F9,SFO -> ONT,156,-19.0,472.0,26.91,0.0192,"1,2,3,4,5,6,7"
F9,SFO -> SAN,84,-12.0,199.0,38.35,0.0595,"4,5,6,7"
F9,SJU -> BDL,198,-11.0,1273.0,47.89,0.0455,"1,2,3,4,5,6,7"
F9,SJU -> DFW,59,-11.0,168.0,9.91,0.0508,"1,5,6,7"
F9,SJU -> EWR,8,-5.0,144.0,33.0,0.0,"6,7"
F9,SJU -> FLL,18,-18.0,168.0,27.13,0.1111,"6,7"
F9,SJU -> JFK,54,-14.0,177.0,13.72,0.0185,"6,7"
F9,SJU -> MDW,51,-13.0,105.0,14.32,0.0196,"1,2"
F9,SJU -> PHL,384,-15.0,1137.0,44.34,0.026,"1,2,3,4,5,6,7"
F9,SJU -> TPA,272,-24.0,863.0,14.62,0.0074,"1,2,3,4,5,6,7"
F9,SLC -> ATL,15,-10.0,118.0,4.8,0.0,"1,2"
F9,SLC -> DFW,35,-11.0,1260.0,92.5,0.0286,"4,5,6,7"
