Compagnia,Tratta,Voli,Min,Max,Medio,Cancellazioni,Mesi
9E,BHM -> DTW,127,-14.0,235.0,7.17,0.0079,"1,2,3,4,5,6,7"
9E,BMI -> ATL,368,-15.0,531.0,8.07,0.0109,"1,2,3,4,5,6,7"
9E,BNA -> LGA,294,-22.0,1135.0,19.62,0.0408,"1,2,3,4,5,6,7"
9E,BOS -> CVG,7,-10.0,5.0,-3.71,0.0,1
9E,BTV -> DTW,53,-13.0,192.0,19.87,0.0,"5,6"
9E,BTV -> JFK,367,-23.0,768.0,11.26,0.0245,"1,2,3,4,5,6,7"
9E,BTV -> LGA,476,-30.0,528.0,8.87,0.0294,"1,2,3,4,5,6,7"
9E,BUF -> JFK,309,-15.0,288.0,8.35,0.0421,"1,2,3,4,5,6,7"
9E,BUF -> LGA,483,-19.0,773.0,9.4,0.0476,"1,2,3,4,5,6,7"
9E,CAE -> LGA,216,-13.0,312.0,4.81,0.0417,"1,2,3,4,5,6,7"
9E,CHO -> ATL,404,-25.0,760.0,6.75,0.0074,"1,2,3,4,5,6,7"
9E,CHS -> DTW,57,-10.0,225.0,18.98,0.0,"6,7"
9E,CHS -> LGA,444,-13.0,733.0,12.45,0.027,"1,2,3,4,5,6,7"
9E,CID -> ATL,3,1.0,95.0,47.67,0.0,1
9E,CLE -> LGA,570,-23.0,1048.0,17.42,0.0368,"1,2,3,4,5,6,7"
9E,CLT -> JFK,603,-17.0,975.0,19.28,0.0464,"1,2,3,4,5,6,7"
9E,CLT -> MSP,2,-3.0,7.0,2.0,0.0,"6,7"
9E,CMH -> DTW,34,-10.0,148.0,8.97,0.0,"1,4,5"
9E,CMH -> MSP,122,-13.0,348.0,8.46,0.0082,"1,3,4,5,6"
9E,CRW -> ATL,101,-14.0,117.0,0.95,0.0,"1,3,4"
9E,CSG -> ATL,112,-16.0,154.0,4.08,0.0,"1,2,3,4,5,6,7"
9E,CVG -> AUS,226,-14.0,225.0,1.2,0.0,"1,2,3,4,5,6,7"
9E,CVG -> BOS,7,-10.0,0.0,-4.71,0.0,1
9E,CVG -> LGA,778,-16.0,786.0,6.98,0.018,"1,2,3,4,5,6,7"
9E,CVG -> MSP,417,-18.0,594.0,7.04,0.0048,"1,2,3,4,5,6"
9E,CVG -> RDU,143,-17.0,214.0,15.46,0.0,"1,2,3,4,5,6"
9E,CVG -> RSW,7,-10.0,8.0,-4.29,0.0,1
9E,DAY -> ATL,125,-12.0,358.0,5.38,0.0,"1,2,3,4,5,6"
9E,DCA -> AGS,2,-10.0,-3.0,-6.5,0.0,4
9E,DCA -> DTW,52,-18.0,584.0,20.94,0.0,"1,2,3"
9E,DCA -> JFK,24,-8.0,285.0,27.67,0.0,"1,2,3,5,6"
9E,DCA -> MSP,2,-3.0,2.0,-0.5,0.0,1
9E,DHN -> ATL,260,-12.0,959.0,9.17,0.0,"1,2,3,4,5,6"
9E,DLH -> MSP,85,-16.0,117.0,1.36,0.0,"4,5,6,7"
9E,DSM -> DTW,462,-18.0,364.0,8.7,0.0065,"1,2,3,4,5,6,7"
9E,DSM -> MSP,515,-25.0,440.0,7.1,0.0097,"1,2,3,4,5,6,7"
9E,DTW -> AZO,13,-15.0,1.0,-5.54,0.0,1
9E,DTW -> BDL,116,-14.0,160.0,2.29,0.0086,"1,2,3,4,5,6,7"
9E,DTW -> BGM,177,-15.0,620.0,10.17,0.0226,"1,2,3,4,5,6,7"
9E,DTW -> BHM,128,-10.0,145.0,6.65,0.0078,"1,2,3,4,5,6,7"
9E,DTW -> CHA,145,-10.0,177.0,3.8,0.0069,"1,2,3,4,5,6"
9E,DTW -> CHS,58,-13.0,631.0,23.91,0.0,"6,7"
9E,DTW -> CLT,116,-14.0,41.0,-1.43,0.0,"1,2,3,4,5,6"
9E,DTW -> DSM,462,-21.0,617.0,6.73,0.0043,"1,2,3,4,5,6,7"
9E,DTW -> GRR,30,-14.0,143.0,2.4,0.0,"1,2,3,4,5,6"
9E,DTW -> GSP,30,-10.0,22.0,-2.1,0.0,"4,5,6"
9E,DTW -> HPN,36,-13.0,40.0,-0.09,0.0278,"1,2,3,6"
9E,DTW -> HSV,144,-16.0,147.0,4.15,0.0069,"1,2,3,4,5,6"
9E,DTW -> JFK,412,-18.0,339.0,4.56,0.0073,"1,2,3,4,5,6,7"
9E,DTW -> LAN,59,-17.0,373.0,24.79,0.0169,"1,2,3"
9E,DTW -> LGA,5,-5.0,116.0,20.4,0.0,1
9E,DTW -> MBS,82,-14.0,221.0,4.85,0.0,"4,5,6"
9E,DTW -> MDT,60,-10.0,75.0,1.23,0.0,"1,2,3,4,5,6"
9E,DTW -> MQT,121,-16.0,151.0,4.44,0.0248,"1,2,3,5,6"
9E,DTW -> MSN,64,-12.0,177.0,9.61,0.0,"1,6,7"
9E,DTW -> PHL,105,-12.0,189.0,2.89,0.0,"1,2,3"
9E,DTW -> PIT,180,-15.0,296.0,10.51,0.0056,"1,2,3,4,5,6,7"
9E,DTW -> PWM,68,-14.0,64.0,3.2,0.0294,"1,2,3"
9E,DTW -> SDF,46,-10.0,920.0,20.11,0.0,"1,2,4,5"
9E,DTW -> STL,89,-12.0,112.0,2.01,0.0,"1,3,4,5"
9E,DTW -> SYR,377,-14.0,229.0,4.33,0.0053,"1,2,3,4,5,6,7"
9E,DTW -> TYS,227,-13.0,351.0,8.95,0.0044,"1,2,3,4,5,6,7"
9E,EVV -> ATL,243,-17.0,425.0,4.09,0.0082,"1,2,3,6,7"
9E,FAR -> MSP,141,-15.0,250.0,8.96,0.0071,"1,2,3,4,5,6"
9E,FLL -> RDU,7,-9.0,101.0,25.0,0.0,1
9E,FWA -> ATL,171,-14.0,365.0,12.56,0.0292,"1,2,3"
9E,GNV -> ATL,81,-20.0,332.0,7.57,0.0,"1,3,4,6"
9E,GPT -> ATL,18,-15.0,37.0,-1.67,0.0,"1,4"
9E,GRB -> DTW,14,-12.0,-3.0,-6.86,0.0,1
9E,GSO -> ATL,66,-15.0,189.0,7.45,0.0303,"1,2,3,4"
9E,GSO -> DTW,164,-15.0,111.0,0.14,0.0061,"1,2,3,4,5,6,7"
9E,GSP -> ATL,57,-10.0,158.0,9.29,0.0175,"1,3,4,6"
9E,GSP -> DTW,30,-15.0,126.0,15.6,0.0,"4,5,6"
9E,GSP -> LGA,488,-16.0,838.0,8.26,0.0287,"1,2,3,4,5,6,7"
9E,GTR -> ATL,368,-15.0,384.0,3.57,0.0163,"1,2,3,4,5,6,7"
9E,HPN -> DTW,36,-15.0,16.0,-3.26,0.0278,"1,2,3,6"
9E,IAD -> DTW,135,-14.0,208.0,3.27,0.0,"1,2,3,4"
9E,IAD -> JFK,101,-13.0,183.0,8.81,0.0099,"1,2,3,4"
9E,IAD -> MSP,1,-4.0,-4.0,-4.0,0.0,1
9E,ILM -> ATL,256,-13.0,490.0,8.93,0.0,"1,2,3,4,5,6,7"
9E,ILM -> LGA,267,-19.0,842.0,7.43,0.03,"1,2,3,4,5,6,7"
9E,IND -> DTW,234,-16.0,167.0,3.6,0.0,"1,2,3,4,5,6,7"
9E,IND -> JFK,527,-19.0,826.0,6.62,0.0361,"1,2,3,4,5,6,7"
9E,IND -> LGA,393,-18.0,362.0,7.15,0.0153,"1,2,3,4,5,6,7"
9E,IND -> MSP,140,-14.0,134.0,1.33,0.0,"3,4,5,6"
9E,JAN -> ATL,14,-13.0,275.0,16.86,0.0,"1,2"
9E,JAX -> LGA,273,-17.0,886.0,7.33,0.0147,"1,2,3,4,5,6,7"
9E,JFK -> BTV,367,-25.0,873.0,10.51,0.0327,"1,2,3,4,5,6,7"
9E,JFK -> BUF,307,-13.0,193.0,4.21,0.0391,"1,2,3,4,5,6,7"
9E,JFK -> CLE,411,-18.0,787.0,6.62,0.0219,"1,2,3,4,5,6,7"
9E,JFK -> CVG,544,-17.0,965.0,9.6,0.0184,"1,2,3,4,5,6,7"
9E,JFK -> DCA,24,-11.0,291.0,30.25,0.0,"1,2,3,5,6"
9E,JFK -> IAD,101,-11.0,208.0,1.79,0.0099,"1,2,3,4"
9E,JFK -> IND,527,-16.0,819.0,9.52,0.0304,"1,2,3,4,5,6,7"
9E,JFK -> MCI,179,-14.0,211.0,6.3,0.0168,"1,2,3,4,5,6,7"
9E,JFK -> MKE,113,-16.0,196.0,3.48,0.0177,"2,3,4,5,6"
9E,JFK -> ORD,60,-10.0,124.0,3.23,0.0,"3,4"
9E,JFK -> PWM,242,-20.0,580.0,6.41,0.0248,"1,2,3,4,5,6,7"
9E,JFK -> RDU,815,-19.0,729.0,13.24,0.0245,"1,2,3,4,5,6,7"
9E,JFK -> ROC,452,-18.0,580.0,10.67,0.0442,"1,2,3,4,5,6,7"
9E,JFK -> SAV,515,-16.0,869.0,10.63,0.0252,"1,2,3,4,5,6,7"
9E,JFK -> SYR,393,-20.0,639.0,8.0,0.0331,"1,2,3,4,5,6,7"
9E,LAN -> DTW,60,-19.0,292.0,5.44,0.0167,"1,2,3"
9E,LFT -> ATL,451,-22.0,484.0,6.52,0.0089,"1,2,3,4,5,6,7"
9E,LGA -> AVL,257,-16.0,426.0,4.9,0.0039,"1,2,3,4,5,6,7"
9E,LGA -> BTV,477,-18.0,801.0,10.84,0.0273,"1,2,3,4,5,6,7"
9E,LGA -> CHO,464,-17.0,392.0,5.89,0.0388,"1,2,3,4,5,6,7"
9E,LGA -> CHS,444,-19.0,394.0,8.09,0.0248,"1,2,3,4,5,6,7"
9E,LGA -> CLT,688,-19.0,461.0,7.26,0.0363,"1,2,3,4,5,6,7"
9E,LGA -> DAY,153,-20.0,136.0,3.16,0.0392,"1,2,3,4,5,6,7"
9E,LGA -> DSM,329,-17.0,296.0,7.87,0.0395,"1,2,3,4,5,6,7"
9E,LGA -> DTW,6,-15.0,47.0,3.17,0.0,"1,4"
9E,LGA -> GRR,460,-16.0,757.0,11.64,0.0413,"1,2,3,4,5,6,7"
9E,LGA -> GSO,513,-18.0,372.0,6.19,0.0292,"1,2,3,4,5,6,7"
9E,LGA -> IND,392,-15.0,216.0,6.67,0.0153,"1,2,3,4,5,6,7"
9E,LGA -> JAX,273,-15.0,244.0,8.1,0.0147,"1,2,3,4,5,6,7"
9E,LGA -> MCI,521,-15.0,607.0,6.69,0.0269,"1,2,3,4,5,6,7"
9E,LGA -> MKE,378,-19.0,314.0,5.76,0.0159,"1,2,3,4,5,6,7"
9E,LGA -> MSN,119,-18.0,392.0,13.29,0.042,"2,3,5,6,7"
9E,LGA -> MSP,1,10.0,10.0,10.0,0.0,4
9E,LGA -> MYR,275,-18.0,195.0,7.6,0.0255,"1,2,3,4,5,6,7"
9E,LGA -> PIT,385,-15.0,505.0,8.21,0.0286,"1,2,3,4,5,6,7"
9E,LGA -> RIC,520,-17.0,424.0,8.25,0.0288,"1,2,3,4,5,6,7"
9E,LGA -> STL,625,-18.0,1113.0,7.3,0.0336,"1,2,3,4,5,6,7"
9E,LGA -> TVC,31,-14.0,41.0,-2.4,0.0323,"5,6"
9E,LGA -> XNA,69,-14.0,101.0,-1.37,0.0145,"4,5,6,7"
9E,LIT -> ATL,48,-10.0,158.0,17.11,0.0208,"1,2,3,4,6"
9E,LIT -> LGA,55,-15.0,132.0,4.38,0.0364,"1,2,3,6,7"
9E,MBS -> DTW,82,-20.0,104.0,-2.91,0.0,"4,5,6"
9E,MDT -> ATL,184,-20.0,411.0,5.73,0.0163,"1,2,3,4,5"
9E,MEM -> LGA,339,-16.0,1246.0,9.45,0.0265,"1,2,3,4,5,6,7"
9E,MGM -> ATL,300,-17.0,1138.0,9.44,0.0,"1,2,3,4,5,6,7"
9E,MIA -> RDU,7,-3.0,77.0,28.71,0.0,1
9E,MKE -> MSP,3,-11.0,10.0,-3.67,0.0,1
9E,MLI -> ATL,368,-19.0,460.0,11.72,0.0136,"1,2,3,4,5,6,7"
9E,MSN -> LGA,118,-19.0,381.0,5.49,0.0254,"2,3,5,6,7"
9E,MSN -> MSP,131,-15.0,706.0,11.92,0.0,"1,2,3,4,5,6,7"
9E,MSP -> ATW,136,-12.0,349.0,8.89,0.0,"4,5,6"
9E,MSP -> BDL,5,-10.0,20.0,-0.4,0.0,"3,4,6"
9E,MSP -> CID,45,-11.0,153.0,1.4,0.0,"1,4,5"
9E,MSP -> CLE,150,-14.0,138.0,5.69,0.0,"1,2,3,4,5,6"
9E,MSP -> CVG,418,-19.0,435.0,4.77,0.0048,"1,2,3,4,5,6"
9E,MSP -> CWA,368,-13.0,842.0,11.99,0.0082,"1,2,3,4,5,6,7"
9E,MSP -> DCA,2,-3.0,2.0,-0.5,0.0,1
9E,MSP -> DLH,85,-10.0,108.0,2.15,0.0,"4,5,6,7"
9E,MSP -> FAR,141,-12.0,279.0,11.36,0.0071,"1,2,3,4,5,6"
9E,MSP -> FSD,200,-11.0,139.0,4.18,0.01,"1,2,3,4,5,6,7"
9E,MSP -> FWA,62,-15.0,740.0,23.98,0.0484,"1,2,3"
9E,MSP -> GRB,57,-9.0,197.0,2.37,0.0,"1,4,5"
9E,MSP -> IND,140,-14.0,42.0,-1.29,0.0,"3,4,5,6"
9E,MSP -> MEM,53,-10.0,93.0,4.77,0.0,"1,3,4,6,7"
9E,MSP -> MKE,3,-3.0,-1.0,-2.0,0.0,1
9E,MSP -> MSN,130,-13.0,268.0,4.26,0.0,"1,2,3,4,5,6,7"
9E,MSP -> ORD,6,-5.0,18.0,3.17,0.0,1
9E,MSP -> RIC,57,-10.0,135.0,14.91,0.0,"4,5,6,7"
9E,MSP -> RST,144,-13.0,557.0,16.71,0.0278,"1,2,3,4,6,7"
9E,MSP -> STL,25,-7.0,11.0,-2.84,0.0,"1,3,4"
9E,MSP -> SYR,53,-11.0,745.0,25.34,0.0,"5,6,7"
9E,MSY -> DTW,2,-9.0,-5.0,-7.0,0.0,1
9E,OMA -> LGA,150,-16.0,805.0,30.18,0.0267,"1,2,3,4,5,6,7"
9E,OMA -> MSP,27,-13.0,129.0,7.96,0.0,"1,6,7"
9E,ORF -> LGA,437,-20.0,296.0,8.32,0.0275,"1,2,3,4,5,6,7"
9E,PIT -> DTW,181,-18.0,246.0,4.53,0.0055,"1,2,3,4,5,6,7"
9E,PNS -> LGA,165,-15.0,1107.0,24.72,0.0121,"1,2,3,4,5,6,7"
9E,PVD -> DTW,232,-19.0,426.0,13.63,0.0216,"1,2,3,4,5,6"
9E,PWM -> DTW,69,-12.0,121.0,3.15,0.058,"1,2,3"
9E,PWM -> LGA,303,-17.0,1156.0,13.26,0.0429,"1,2,3,4,5,6,7"
9E,RAP -> MSP,22,-3.0,952.0,76.95,0.0,"6,7"
9E,RDU -> ATL,4,-6.0,149.0,33.5,0.0,6
9E,RDU -> BNA,258,-20.0,263.0,11.86,0.0039,"1,2,3,4,5,6,7"
9E,RDU -> CVG,144,-14.0,482.0,8.9,0.0,"1,2,3,4,5,6"
9E,RDU -> DCA,480,-15.0,756.0,7.84,0.0229,"1,2,3,4,5,6,7"
9E,RDU -> DTW,52,-13.0,177.0,10.63,0.0,"1,2,3,4"
9E,RDU -> FLL,7,-6.0,102.0,22.86,0.0,1
9E,RDU -> MIA,7,-9.0,30.0,4.14,0.0,1
9E,RIC -> DTW,101,-14.0,1052.0,14.18,0.0,"1,2,3,4,5,6"
9E,RIC -> JFK,329,-15.0,1093.0,19.32,0.0213,"1,2,3,4,5,6,7"
9E,RIC -> MSP,56,-12.0,778.0,16.13,0.0,"4,5,6,7"
9E,ROA -> ATL,333,-19.0,784.0,14.92,0.006,"1,2,3,4,5,6,7"
9E,ROA -> LGA,157,-17.0,171.0,1.22,0.0255,"1,2,3,4,5,6,7"
9E,ROC -> JFK,452,-16.0,822.0,14.93,0.0398,"1,2,3,4,5,6,7"
9E,RST -> MSP,145,-13.0,231.0,10.5,0.0276,"1,2,3,4,6,7"
9E,RSW -> CVG,7,-12.0,78.0,14.0,0.0,1
9E,SAV -> JFK,515,-19.0,1159.0,15.85,0.0272,"1,2,3,4,5,6,7"
9E,SDF -> DTW,46,-18.0,406.0,10.15,0.0,"1,2,4,5"
9E,SDF -> JFK,1,-6.0,-6.0,-6.0,0.0,5
9E,SGF -> ATL,230,-16.0,351.0,8.68,0.0043,"1,2,3,4,5"
9E,SHV -> ATL,569,-18.0,621.0,6.57,0.0105,"1,2,3,4,5,6,7"
9E,STL -> LGA,625,-20.0,320.0,6.18,0.0352,"1,2,3,4,5,6,7"
9E,STL -> MSP,25,-13.0,177.0,4.64,0.0,"1,3,4"
9E,SYR -> DTW,377,-24.0,248.0,3.79,0.0053,"1,2,3,4,5,6,7"
9E,TLH -> ATL,278,-19.0,1005.0,11.55,0.0,"1,2,3,4,5,6,7"
9E,TUL -> ATL,135,-15.0,175.0,7.6,0.0,"1,2,3,4,5,6"
9E,TYS -> ATL,582,-17.0,443.0,5.67,0.012,"1,2,3,4,5,6,7"
9E,TYS -> DTW,227,-17.0,145.0,-2.06,0.0044,"1,2,3,4,5,6,7"
9E,VPS -> ATL,5,27.0,83.0,55.4,0.0,"1,2,3"
9E,XNA -> ATL,459,-19.0,494.0,3.48,0.0044,"1,2,3,4,5,6,7"
9E,XNA -> LGA,69,-15.0,188.0,6.46,0.0145,"4,5,6,7"
AA,ABQ -> DFW,1022,-21.0,2582.0,29.83,0.044,"1,2,3,4,5,6,7"
AA,ABQ -> ORD,172,-14.0,201.0,15.63,0.0058,"1,2,3,4,5,6,7"
AA,ABQ -> PHX,351,-16.0,877.0,11.84,0.0,"1,2,3,4,5,6,7"
AA,ALB -> CLT,540,-14.0,1348.0,17.11,0.0074,"1,2,3,4,5,6,7"
AA,ALB -> DFW,184,-10.0,405.0,13.71,0.0109,"1,2,3,4,5,6,7"
AA,ATL -> CLT,504,-13.0,2013.0,10.41,0.006,"1,2,3,4,5,6,7"
AA,ATL -> MIA,901,-21.0,1832.0,29.71,0.02,"1,2,3,4,5,6,7"
AA,AUS -> BOS,204,-16.0,1164.0,32.74,0.0049,"1,2,3,4,5,6,7"
AA,AUS -> JFK,487,-15.0,1192.0,21.11,0.0164,"1,2,3,4,5,6,7"
AA,AUS -> LAS,205,-15.0,387.0,23.88,0.0049,"1,2,3,4,5,6,7"
AA,AUS -> MCO,206,-15.0,559.0,5.96,0.0097,"1,2,3,4,5,6,7"
AA,AUS -> RDU,7,-6.0,883.0,157.71,0.0,1
AA,AVL -> CLT,94,-12.0,174.0,20.4,0.0319,"1,2,5,6,7"
AA,AVL -> DFW,81,-7.0,1425.0,78.6,0.0494,"1,4,5,6,7"
AA,BDL -> DCA,160,-15.0,1341.0,34.13,0.025,"1,2,3,4,5,6,7"
AA,BDL -> ORD,169,-16.0,380.0,23.41,0.0118,"1,2,3,4,5,6,7"
AA,BFL -> DFW,239,-12.0,1121.0,15.23,0.0293,"1,2,3,4,5,6,7"
AA,BFL -> PHX,271,-20.0,595.0,10.76,0.0,"1,2,3,4,5,6,7"
AA,BGR -> CLT,36,-12.0,1145.0,50.67,0.0,"6,7"
AA,BGR -> DCA,60,-13.0,397.0,33.83,0.0167,"6,7"
AA,BNA -> CLT,968,-16.0,2202.0,29.82,0.0207,"1,2,3,4,5,6,7"
AA,BNA -> DCA,60,-12.0,251.0,8.64,0.0167,"4,5,6,7"
AA,BNA -> LGA,87,-15.0,2120.0,49.3,0.0575,"1,2,3,4"
AA,BNA -> MIA,566,-22.0,855.0,21.03,0.0283,"1,2,3,4,5,6,7"
AA,BNA -> PHX,199,-11.0,244.0,20.82,0.0151,"1,2,3,4,5,6,7"
AA,BOI -> DFW,403,-11.0,745.0,15.71,0.0174,"1,2,3,4,5,6,7"
AA,BOI -> PHX,27,-9.0,46.0,0.81,0.0,"6,7"
AA,BOS -> AUS,204,-13.0,449.0,10.42,0.0,"1,2,3,4,5,6,7"
AA,BOS -> DCA,977,-14.0,854.0,20.69,0.0184,"1,2,3,4,5,6,7"
AA,BOS -> LAX,481,-13.0,390.0,9.68,0.0062,"1,2,3,4,5,6,7"
AA,BOS -> LGA,482,-16.0,1115.0,14.83,0.0187,"1,2,3,4,5,6"
AA,BOS -> PHL,1113,-17.0,1118.0,18.38,0.0135,"1,2,3,4,5,6,7"
AA,BOS -> PHX,679,-12.0,1260.0,18.49,0.0,"1,2,3,4,5,6,7"
AA,BTV -> DFW,4,-9.0,14.0,1.75,0.0,6
AA,BTV -> PHL,137,-12.0,298.0,16.6,0.0146,"1,2,5,6"
AA,BUF -> CLT,571,-14.0,1182.0,16.5,0.0175,"1,2,3,4,5,6,7"
AA,BUF -> DFW,212,-18.0,1618.0,22.26,0.0377,"1,2,3,4,5,6,7"
AA,BUF -> MIA,8,-7.0,20.0,2.13,0.0,1
AA,BUR -> PHX,296,-17.0,2228.0,20.32,0.0034,"1,2,3,4,5,6,7"
AA,BWI -> CLT,958,-18.0,573.0,14.43,0.0136,"1,2,3,4,5,6,7"
AA,BWI -> ORD,181,-14.0,1882.0,16.25,0.0055,"1,2,3,4,5,6,7"
AA,BZN -> CLT,4,6.0,16.0,9.75,0.0,6
AA,BZN -> DFW,324,-16.0,1478.0,37.51,0.0031,"1,2,3,4,5,6,7"
AA,CHS -> CLT,1079,-18.0,1997.0,13.44,0.0102,"1,2,3,4,5,6,7"
AA,CHS -> DCA,242,-17.0,1167.0,26.01,0.0,"3,4,5,6,7"
AA,CHS -> MIA,304,-12.0,1319.0,23.98,0.0263,"1,2,3,4,5,6,7"
AA,CHS -> ORD,4,-8.0,-2.0,-5.5,0.0,6
AA,CHS -> PHL,370,-16.0,1021.0,27.1,0.0081,"1,2,3,4,5,6,7"
AA,CLE -> CLT,903,-16.0,1170.0,15.86,0.0188,"1,2,3,4,5,6,7"
AA,CLE -> DFW,759,-15.0,929.0,18.66,0.0316,"1,2,3,4,5,6,7"
AA,CLE -> MIA,184,-14.0,497.0,3.07,0.0272,"1,2,3,4,5,6,7"
AA,CLE -> PHL,187,-13.0,262.0,12.7,0.0214,"1,2,5,6,7"
AA,CLE -> PHX,156,-16.0,1482.0,15.47,0.0192,"1,2,3,4,5,6"
AA,CLT -> AUS,905,-12.0,343.0,17.55,0.0099,"1,2,3,4,5,6,7"
AA,CLT -> AVL,95,-11.0,502.0,42.88,0.0316,"1,2,5,6,7"
AA,CLT -> BZN,4,-3.0,18.0,3.25,0.0,6
AA,CLT -> CID,208,-10.0,843.0,37.88,0.024,"1,2,3,4,5,6,7"
AA,CLT -> CLE,901,-11.0,767.0,25.38,0.0178,"1,2,3,4,5,6,7"
AA,CLT -> CVG,608,-11.0,562.0,24.3,0.0049,"1,2,3,4,5,6,7"
AA,CLT -> DAB,313,-13.0,568.0,17.23,0.0096,"1,2,3,4,5,6"
AA,CLT -> DEN,891,-10.0,714.0,19.09,0.0034,"1,2,3,4,5,6,7"
AA,CLT -> DTW,1083,-12.0,1205.0,20.92,0.0157,"1,2,3,4,5,6,7"
AA,CLT -> ECP,168,-12.0,221.0,14.06,0.0,"1,2,3,4,5,6,7"
AA,CLT -> EYW,557,-19.0,770.0,23.76,0.018,"1,2,3,4,5,6,7"
AA,CLT -> GEG,28,-8.0,92.0,22.68,0.0,"6,7"
AA,CLT -> GSO,373,-11.0,549.0,30.8,0.0107,"1,2,3,4,5,6,7"
AA,CLT -> ILM,735,-12.0,657.0,24.84,0.0095,"1,2,3,4,5,6,7"
AA,CLT -> IND,933,-13.0,451.0,19.42,0.0032,"1,2,3,4,5,6,7"
AA,CLT -> JAC,28,-6.0,132.0,16.07,0.0,"6,7"
AA,CLT -> JFK,947,-10.0,890.0,22.41,0.0095,"1,2,3,4,5,6,7"
AA,CLT -> LAS,1089,-12.0,585.0,17.05,0.0037,"1,2,3,4,5,6,7"
AA,CLT -> LAX,1280,-10.0,1412.0,19.73,0.0031,"1,2,3,4,5,6,7"
AA,CLT -> LEX,108,-8.0,452.0,31.71,0.0,"6,7"
AA,CLT -> LIT,212,-11.0,342.0,15.84,0.0,"1,2,3,4,5,6,7"
AA,CLT -> MCI,632,-13.0,306.0,16.74,0.0032,"1,2,3,4,5,6,7"
